   ,TELEPULES,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
987,fertohomok,63125,1431066;1431075;1431076;1431082;1431087;1431092;1431097;1431111;1431112;1431119;1431125;1431131;1431137;1431143;1431148;1431153;1431159;2853338;2853339;2853368;2853369;6269492;6269498;6269499;8585758;8585759,kpe,90,168.2700,1
988,fertohomok,63126,1427670;1431052;2853350;2853351,kpe,110,62.1100,
989,fertohomok,63127,1433818;1433840;1434399;1434404;1434405;1434411;1434412;1434418;1434419;1434424;1434425;1434430;1434431;1434436;1434437;1434443;1434450;1434456;1434457;1434464;1434468;1434469;2853463;2853464,ac,80,201.4100,1
990,fertohomok,63128,1428901;1433724;1433725,ac,100,66.7800,
991,fertohomok,63129,1429514;1429519;1429524;1430151;1430156;1430162;1430168;1430173;1430178;1430183;1430188;1430193;1430198;1430359;1430360;1434976;1434977;1434981;1434987;1434994;1435001;1435008;1435014;1435020;1435026;1435027;2853513;2853514;6290239;6290240,pvc,80,245.0300,1
992,fertohomok,66527,2853455;2853456,ac,100,63.3000,
993,fertohomok,71535,2853699;2853700,kpe,110,198.4800,
994,fertohomok,72768,1436203;1436204,ac,80,107.6000,
995,fertohomok,72769,1430212;1430222;1430223;1430229;1430234;1430244;1430245;1430250;1430255;1430260;1431009;1431014;1431020;1431025;1431030;1431035;1431041;1431046;1431056;2853362;2853363;2853506;2853507,kpe,90,166.1600,
996,fertorakos,51948,1416789;2854278;2854279,kpe,110,287.4500,1
997,fertorakos,52087,1416736;1416741;1444800;1444801;31532223;31532224;77118275;77118276,kpe,110,97.8800,
998,fertorakos,52089,2854614;2855594;2855595,ac,100,0.8800,
999,fertorakos,52090,369785,ac,100,98.8400,
1000,fertorakos,52091,369786,ac,50,1.5300,
1001,fertorakos,52092,369426,ac,50,15.5200,
1002,fertorakos,52111,1416584;1416590;1416602;1416608;1416615;1416616;1416626;1416636;1416690;1416696;1416701;1416707;1416708;1416713;1416714;1416730;1416731;1416804;1416810;1416811;1418248;1443276;1443277;1444351;1444352;2854406;2854407;2854781;2854782;68853834;68853835,kpe,110,266.9100,1
1003,fertorakos,52112,1412587;1412599;1412609;1412685;1412686;1412691;1412692;1412698;1412816;1412817;1412824;1412829;1412830;1412835;1412836;1412841;1416777;1416778;1416783;1416784;1445807;2854775;2854776,kpe,110,154.7300,
1004,fertorakos,52114,370041,kpe,160,441.9100,
1005,fertorakos,52115,2854193;2854194,gov,400,333.7200,
1006,fertorakos,52116,1412745;1412750;1412759;1416514;1445269;1445773;1445774;1445784;1445790;1445791;14960028;14960029;25382527;25382528,kpe,90,169.8400,
1007,fertorakos,52117,1444877;2855493;25382493;25382494;64127048;64127049,kpe,110,148.6000,
1008,fertorakos,52118,1412765;1445263;1445264,kpe,110,123.1700,
1009,fertorakos,52258,1441454;2854921;2854922;26960938;26960939;42271015;42271016,kpe,110,177.0600,1
1010,fertorakos,52259,1411996;2855017;2855018,kpe,110,207.8000,
1011,fertorakos,52268,1413016;1413022;1413028;1413033;1413130;1413135;1413140;1413150;1413155;1443302;1443303;2853757;2853758;2854713;2854714,ac,80,173.0900,
1012,fertorakos,52269,1412923;1412928;1412933;1412939;1412940;1413007;2854719;2854720;18986361;18986362,ac,80,142.0500,2
1013,fertorakos,52270,1411670;1412470;1412471;1412478;1412483;1412791;1443252;1443258;1443259;2855136;2855137;6289913;6289914,ac,80,123.0500,5
1014,fertorakos,52271,1413881;1413887;1413893;1413899;1413905;1413906;1413999;1414010;1414017;1414022;1414033;1414125;1416817;1416818;1442558;1442559;1442564;1442565;1442646;1445257;1445258;2853749;2853750;2853769;2853770;11003174;11003175;23195785;23195786,ac,100,307.6700,1
1015,fertorakos,52272,1413870;1413871;2853763;2853764,ac,80,58.6900,
1016,fertorakos,52273,2854619;2854620,ac,100,2.7000,
1017,fertorakos,52277,1412553;1418303;1440143;1440144;1440149;1440156;1440759;1440760;1440765;1440766;1440771;1440772;1440789;1440790;1440795;1440796;1440801;1440802;1443853;1443854;2855217;2855218,ac,50,160.7500,4
1018,fertorakos,52278,1412964;1413037;1413043;1413049;1413055;1413068;1413074;1413159;1413165;1413171;1418226;1418254;1418255;1442072;1442073;1444306;1444312;1444313;1444318;1444319;1445285;1445286;1445801;1445802;27345790;27345791,ac,80,433.5500,2
1019,fertorakos,52281,1411930;1411951;1411952;1411957;1411962;1411967;2855061;2855062;57272471;57272472,ac,50,148.5400,3
1020,fertorakos,52282,1412768;1416508;1416518;1441504;47143451;47143459;47143460;50861888;58667402;58667403,kpe,110,181.3900,
1021,fertorakos,52285,1411617;1411621;1411622;1413938;1413939;1413945;1413959;1413964;1413965;1414067;1414084;1414090;1414091;1416846;1442037;1442042;1442043;1442048;1442049;2855352;2855353,ac,80,161.0800,1
1022,fertorakos,52286,1411651;1411660;1412107;1412455;1413739;1413740;1413840;1413852;1413853;1413859;1413865;1413971;1413983;1414118;1414119;1440825;1440826;1442639;1442640;2853889;6270750;6270775;6270776;12510056;12510057;40785594;40785595;84608911;84608912;84608920;84836315;84836316,ac,80,277.8200,4
1023,fertorakos,52287,1445291;2854733;2854811;2854812,kpe,90,11.7900,
1024,fertorakos,52288,1416473;1440778;1441484;1441490;1441497;1441522;2854947;2854948;20257287;20257320;33040289;33040290;33040330;33040331,kpe,90,174.1600,
1025,fertorakos,52289,1413383;1413389;1413395;1413401;1413508;1413513;1413518;1413756;1413761;1413912;1443242;1443263;1443264;2855004;2855005;21760406;21760407;53433443;53433444,ac,100,232.4500,9
1026,fertorakos,52299,2854311;73436280,ac,400,872.8600,1
1027,fertorakos,52439,2855387;26843975;26843976,kpe,90,17.9700,
1028,fertorakos,52471,369855,ac,100,2.7200,
1029,fertorakos,52626,2854633;2854634,ac,100,22.4000,
1030,fertorakos,52627,1440811;1440812,ac,80,109.2900,
1031,fertorakos,52635,2854869;10825878;10825911;10825912,kpe,110,89.4500,
1032,fertorakos,52636,1414103;1414113;1418239;1445299;1445300,kpe,110,174.8300,
1033,fertorakos,52637,1443308;1443309;2854674;2854675,ac,80,126.2000,
1034,fertorakos,52638,1442056;6270788;6270793;6270794;67427235;67427236,ac,80,63.2800,
1035,fertorakos,52639,1418085;1440030;1440036;1440042;1440054;1440060;1440102;1440107;1440112;1440117;1440122;1440126;1440127;1443313;1443314;1443319;1443320;1443841;1443842,ac,80,279.4900,3
1036,fertorakos,52640,1418275;1418281;1418294;1418298;1443368;1443369;2855033;2855034,ac,50,217.6000,
1037,fertorakos,52641,1411829;1444329;1444330,kpe,63,51.4200,
1038,fertorakos,52642,1412945;1412954;1444334;1444335;6270736;6270737;6276481;6276482,ac,50,166.5900,2
1039,fertorakos,52643,1412636;1412641;1412642;1412647;1412660;1412882;1412887;1412894;1412895;1412901;1412902;1412907;1413468;1443235;9355774,ac,100,194.5200,4
1040,fertorakos,52653,1411872;1413476;1413489;1413494;1413495;1413501;1413502;1413589;1413590;1413596;1414037;1414038;1414152;1414158;1418044;1418338;1418339;2853912;2853913;2854687;2854688;81922388;81922389,ac,80,220.7300,1
1041,fertorakos,52654,369963,ac,80,10.5900,
1042,fertorakos,52655,1413120;1414049;1416825;1418040;1418051;1418137;1418143;1418153;1418154;1442621;1442622;1442628;1442633;1442634;1443289;2855405;2855406;16912640;16912641;62418958,ac,100,262.7600,3
1043,fertorakos,52659,2854744;2854745;2855540;2855541,kpe,110,96.9500,
1044,fertorakos,52663,1412113;1412424;1412429;1412435;70226688;70226689,ac,80,96.6400,
1045,fertorakos,52664,1412618;1412624;1412630;1412631;1412710;1412711;1412717;1412727;1412733;1412739;1412850;1414106;1414107;2854700;2854701,ac,80,224.9900,
1046,fertorakos,52812,1412460;2855193;2855194,ac,80,98.1100,
1047,fertorakos,52813,369937,ac,80,4.7000,
1048,fertorakos,52814,1413448;1413459;1445279;1445280;2854706;2854707,ac,80,111.4000,3
1049,fertorakos,52815,1413464;1413563;1413568;1414054;1414061;1444871;1444872;1445251;1445252;23202816;32301624;32301625,ac,80,206.1200,4
1050,fertorakos,52816,1413178;1418089;1418094;1418100;1440832;2854829;2854830;26843965;26843966;33040936;33040937,ac,100,168.3300,
1051,fertorakos,52817,1411608;1412098;1414163;1414164,ac,80,33.5100,3
1052,fertorakos,52818,1412531;1412537;1412543;1412548;1412614;1444294;1444295;2855473;2855474;16023415;16023416,ac,80,201.0400,1
1053,fertorakos,52819,2855426;2855433;2855434,kpe,90,12.1200,
1054,fertorakos,52820,2854316;2854317,a,400,111.0100,1
1055,fertorakos,52821,369925,ac,400,219.0200,
1056,fertorakos,52822,1416545;1442012;1442013;1445757;1445758;2854645;2854646,kpe,160,2321.7800,
1057,fertorakos,52827,1441510;2854837;2855413;27345751;27345752;66731073;66731074,ac,100,188.6900,1
1058,fertorakos,52828,1412800;1412806;1412811;1412913;1412914;2855130;17888982;17888983,ac,80,81.9700,1
1059,fertorakos,52830,1412020;1413583;1413682;1413694;1413700;1413701;1413712;1413713;1413719;1413811;1413818;1413823;1413824;1442018;1442019;1442024;1442025;1442030;1442031;2855466;2855467;68120410;68120411,ac,50,175.2100,
1060,fertorakos,52831,1416560;1416565;1416570;2854769;2854770;6270762;6270763;56061957;56061958,kpe,110,90.9700,
1061,fertorakos,52832,1411680;1411700;1412487;1412488;1412493;1412494;1412499;1414134;1414135;1414140;1414141;1414146;1414147;1416751;1416752;1416764;1416765;1416771;1443282;1443283;2854763;2854764;16912665;16912666,kpe,110,138.5100,
1062,fertorakos,52834,2854726;2854997;2854998,ac,125,15.5800,
1063,fertorakos,52835,369890,ac,80,20.6900,
1064,fertorakos,52836,1412273;1412274,ac,100,128.6100,
1065,fertorakos,52837,369980,ac,80,0.8100,
1066,fertorakos,53000,1418348;1418353;1418363;1418378;1418384;1418390;1418391;1418396;1418397;1418403;2854335;2854336;43330446;43330447;66277504;66277505,kpe,110,335.5700,
1067,fertorakos,53017,2855499;2855500,kpe,110,1.1100,
1068,fertorakos,53018,369756,ac,80,4.8700,
1069,fertorakos,53020,369751,kpe,110,1.1700,
1070,fertorakos,53022,1416720;1440069;1440070;1440076;1440077;2854465;2854466,kpe,90,118.4200,
1071,fertorakos,53023,1416666;1416667;1440082;1440087;1440088,kpe,90,49.7300,
1072,fertorakos,53024,1416672;1416679;1416680;1416685;1416686;2854451;2854452,kpe,90,92.3200,
1073,fertorakos,53031,1413432;1413437;1413547;1413554;1413669;1413670;1413675;1413676;1413770;1413771;1413777;1413778;1416495;1416496;2854391;19278542;19278543,ac,50,149.9700,
1074,fertorakos,53033,369624,kpe,110,2.6700,
1075,fertorakos,53217,2854627;2854628,a,100,7.1500,
1076,fertorakos,53218,2854373;2854374,ac,80,22.5000,
1077,fertorakos,53219,369608,a,80,7.1700,
1078,fertorakos,53220,1442655;1442659;1442660;2854378;2854379,ac,100,159.7200,
1079,fertorakos,53389,2854367;2854368,ac,80,129.0400,
1080,fertorakos,53546,369472,ac,150,1.0900,
1081,fertorakos,53548,1440807;1440808,ac,100,114.7300,
1082,fertorakos,60408,2854227;2854228,gov,300,28.5000,
1083,fertorakos,60410,369384,ac,400,1.1800,
1084,fertorakos,60411,369383,gov,300,0.7600,
1085,fertorakos,60412,2853818;2853819,gov,300,2.4600,
1086,fertorakos,60413,2853811;2853812,gov,125,2.3100,
1087,fertorakos,60414,1411715;1411720;1411725;1411730;1411735;1411739;1411740;1444340;1444341,ac,50,116.6600,1
1088,fertorakos,60415,1413543;2853787;29967493;29967494,ac,50,21.3700,
1089,fertorakos,61522,1412397;2853945;2853946,kpe,110,12.3300,
1090,fertorakos,61523,1412383;1412388;1412393;1412402;1412406;1412407;2853931;2853932,kpe,110,126.7600,
1091,fertorakos,61819,1413634;1413639;1413644;1413916;1413993;1413994;1443295;1443296;1443356;1443357;1443363;2854960;2854961;30201817;30201818,kpe,63,203.0400,
1092,fertorakos,64956,1412846;1412847,kpe,110,26.0500,
1093,fertorakos,66276,6276457;12574564;12574573;12574596;12574597,kpe,160,243.7800,
1094,fertorakos,66277,1440837;1445768;1445769,kpe,90,29.2500,
1095,fertorakos,66278,1412269;2854639;2854640,kpe,90,102.0100,2
1096,fertorakos,66279,1411885;1412960;6276475;6276476,ac,80,43.0300,
1097,fertorakos,66280,1411787;1411788;1411792;1411793;1411798;1411799;1411805;1411811;1411818;1411888;1411889;1411894;1411900;1411901;1411906;1411907;1411912;1411913;1412073;1442061;1442066;1442067;1444324;1444325;6270781;6270782,ac,80,232.8800,
1098,fertorakos,66281,1418265;1444300;1444301;2855038;2855039,kpe,63,56.9100,
1099,fertorakos,66282,1413087;1413093;1413094;1413251;1413252;1413354;1413355;1413360;1413443;1416489;1416490;1416523;1416524;1442570;1442577;1442583;1442588;1442589;1442594;1442595;1442600;1442601;1442607;1442612;1442616;1442617;1443270;1443271;1444805;1444806;6270743;6270744;47143409;69257370;69257371,ac,80,328.8800,
1100,fertorakos,66283,1412562;1412567;1412572;1412577;1412578;1443229;1443230;77088173;77088189;77088190,ac,100,135.1600,2
1101,fertorakos,66284,1411635;1412413;1412418;1412419;1413933;1441514;1441515;1444345;1444346;2855346;2855347,ac,80,128.4000,
1102,fertorakos,66285,1443848;1443849;18986386;18986387;53222567,ac,50,53.6800,
1103,fertorakos,66286,1412918;1413922;1413928;2854799;2854800,ac,80,73.0200,
1104,fertorakos,66408,2855074;2855075,ac,50,4.9800,
1105,fertorakos,66409,1413188;1413318;1418203;1442682;1442688;1442694;1442700;1442706;1442707;1442719;1443212;1443218;1443223;1443224;1445246;6270756;6270803;6270804;26843955;26844008;26844009;27345397;27345398;27345462;27345463,ac,100,409.6900,1
1106,fertorakos,66410,1418055;1418056,ac,80,22.0500,
1107,fertorakos,66411,1413208;1413213;1413218;1413224;1413229;1413230;2854384;2854385,kpe,110,81.8100,
1108,fertorakos,66412,369783,ac,400,1.6400,
1109,fertorakos,66420,2854414;73436271;73436272,ac,100,101.6500,1
1110,fertorakos,66421,369457,a,80,0.6300,
1111,fertorakos,66422,1416836;2854284;2854285,kpe,110,162.2800,
1112,fertorakos,66423,1413523;1418124;1418125,kpe,90,35.3200,
1113,fertorakos,66426,1411881;2853938;2853939,kpe,110,10.0700,
1114,fertorakos,66427,1412368;1412373;1412374;2853923;2853924,kpe,110,65.4000,1
1115,fertorakos,66428,1412026;1412027,gov,300,820.1900,
1116,fertorakos,66429,1442670;1442671,kpe,110,4.7000,
1117,fertorakos,66430,368970,kpe,90,2.0800,
1118,fertorakos,66989,1412161;1412162;1412168;1412174;1412179;1412185;1412186;1412192;1412198;1412204;1412210;1412216;1412222;1412227;1412228;1412234;1412240;1412246;1412252;1412257;2853876;2853877;4490345;4490346;6259523;6259524;6259628;6259637;6259645;6259646,kpe,110,285.5500,1
1119,fertorakos,70140,368887,ac,80,5.5800,
1120,fertorakos,70279,2855143;2855144,kpe,110,9.9800,
1121,fertorakos,71276,368883,kpe,110,0.2900,
1122,fertorakos,71292,2855419;2855420,kpe,90,11.9500,
1123,fertorakos,71301,369930,ac,80,22.0700,
1124,fertorakos,71683,1411992;1412057;1412670;1412773;1412778;1412779;1413277;1413282;1413288;1413289;1413301;1413306;1413307;1413313;1445320;2854990;2854991;16912583;16912584;19278563;19278564,ac,100,213.9100,4
1125,fertorakos,71687,369623,gov,400,0.4600,
1126,fertorakos,71902,2854606;2854607,ac,150,4.0900,
1127,fertorakos,72034,2855175;2855176,kpe,110,3.5200,
1128,fertorakos,72038,369927,ac,80,0.5500,
1129,fertorakos,72800,369832,ac,400,196.9200,1
1130,fertorakos,73268,368919,gov,300,296.2100,
1131,fertorakos,73769,1412263;1416529;1418068;1418069;1418075;1441460;1441471;1441472;2854940;2854941;4482218;4482219;33041007;33041008,kpe,110,138.9900,
1132,fertorakos,75031,22991215;22991216,ac,80,90.9300,
1133,fertorakos,75440,1413407;1413408;1413413;1413414;1413420;1413425;1413538;1416503;1443326;1443331;1443332;1443337;1443344;1443350;1445274;1445308;1445309;1445313;1445314;2855237;2855238;65576126;65576127,ac,50,257.1800,
1134,fertorakos,76313,12574581;12574582,kpe,110,7.0500,
1135,fertorakos,76587,1413611;1413616;1413724;1413729;1414043;1414044;1440820;2853882;2853883;2854694;2854695,ac,80,70.1900,
1136,fertorakos,9355787,9355829;18112141;18112142,kpe,110,33.8000,
1137,fertorakos,9355795,9355806;9355812;9355818;9355823;9355824,ac,100,46.3000,1
1138,fertorakos,22991090,22991250;22991348;22991362;22991534;22991535,kpe,110,51.4000,
1139,fertorakos,22991100,22991334;22991562;22991563,kpe,63,48.3500,
1140,fertorakos,22991108,22991236;22991264;22991278;22991305;22991306;22991319;22991320,kpe,63,36.5300,
1141,fertorakos,22991114,22991376;22991390;22991404;22991418;22991432;22991645;22991646,kpe,110,135.8000,
1142,fertorakos,22991525,22991524,kpe,110,0.4500,
1143,fertorakos,27345561,27345581;27345587;27345593;27345600;27345606;27345612;27345618;27345624;27345630;27345636;27345642;27345648;27345655;27345661;27345667;27345673;27345679,ac,125,319.6100,1
1144,fertorakos,53491123,53491135;53491147;53491148;70550646;70550654;70550661;70550662,kpe,63,60.7300,
1145,fertorakos,56591397,56591415;56591455;56591468;56591469,kpe,110,103.8000,
1146,fertorakos,70550748,70551224;70551240;70551356;70551357,kpe,110,22.2500,
1147,fertorakos,73436287,73436286,ac,400,20.4000,
1148,fertorakos,73436295,74636318;74636319,ac,400,123.4100,
1149,fertorakos,73436310,73436319;73436328;73436337;73436345;73436353;73436354,ac,125,199.1200,
1150,fertorakos,73526438,73526459;73526469;73526470;73526487;73526488,ac,125,103.9100,
1151,fertorakos,74016932,74016931,gov,100,0.2100,
1152,fertorakos,74016938,74016937,gov,100,0.1000,
1153,fertoszentmiklos,51954,1439535;1439540;1439546;1439552;1439558;1439569;1439570;1439576;1439582;1439587;1439588;2855774;2855775,kpe,110,374.4300,
1154,fertoszentmiklos,51965,1438141;1439593;1439594,kpe,110,90.7100,
1155,fertoszentmiklos,51980,406010,kpe,90,7.8100,
1156,fertoszentmiklos,51983,406014,kpe,90,56.0600,
1157,fertoszentmiklos,51984,1444908;1444911;1444912,kpe,90,78.0500,
1158,fertoszentmiklos,52122,2856024;2856025,kpe,90,147.8100,
1159,fertoszentmiklos,52123,406003,gov,100,0.4000,
1160,fertoszentmiklos,52124,2855980;2855981,kpe,200,195.6800,
1161,fertoszentmiklos,52125,406000,ac,200,287.7200,
1162,fertoszentmiklos,52126,406001,kpe,200,89.5600,
1163,fertoszentmiklos,52127,1438967;1444892;1444893,kpe,63,42.4100,
1164,fertoszentmiklos,52143,1440004;1440005,ac,100,72.8100,
1165,fertoszentmiklos,52144,1443442;1443447;2857456;2857457;33129440;33129441,ac,100,124.0200,
1166,fertoszentmiklos,52145,2857438;2857439;61923676;61923677,ac,100,136.1400,1
1167,fertoszentmiklos,52146,1442216;1442220;1442221,ac,150,39.9000,1
1168,fertoszentmiklos,52148,1439151;1439176;1439181;1439182;1445383;1445389;1445390;1445395;1445401;1445402;1445407;1445413;1445419;1445425;1445431;1445437;1445443;1445449;1445455;1445456;1445461;1445467;1445485;1445491;1445497;1445503;1445509;1445510;78593884;78593885;78593908;78593909,ac,100,509.3900,1
1169,fertoszentmiklos,52149,1438662;1438663,ac,100,23.7400,
1170,fertoszentmiklos,52150,1444901;1444902;2856061;2856062,ac,150,137.4200,
1171,fertoszentmiklos,52152,6276517;6276518,ac,150,9.9100,
1172,fertoszentmiklos,52156,2855668;2855669,kpe,200,11.0000,
1173,fertoszentmiklos,52161,1439191;1439196;1439917;1443537;1443568;1443569;1443573;1443574;1443858;1443859;1443907;2856859;2856860,kpe,110,128.5100,
1174,fertoszentmiklos,52163,1436864;1436868;1436874;1436880;1436885;1436905;1439342;1439343;1439348;1439349;2856817;6269554;6269555;36618486;36618487,ac,80,196.5300,
1175,fertoszentmiklos,52164,407266,ac,250,120.4500,
1176,fertoszentmiklos,52303,407264,ac,250,141.8700,
1177,fertoszentmiklos,52304,407263,ac,250,281.5500,
1178,fertoszentmiklos,52305,1444392;11002233;25382562;25382563;33188490;33188491,kpe,110,115.5900,
1179,fertoszentmiklos,52306,2856046;2856047,kpe,200,6.1400,
1180,fertoszentmiklos,52307,1438658;1439274;1442542;1444578;1444583;1444589;1444595;1444601;1444607;1444613;1444619;1444625;1444696;1444697;1444702;1444703;1444709;1444720;1444721;1444727;1444734;1444740;1444745;1444746;1444752;1444758;1444764;1446067;1446068;38964021;38964022,kpe,200,450.2500,4
1181,fertoszentmiklos,52308,1441964;1441965;2856004;2856005,kpe,110,158.2800,
1182,fertoszentmiklos,52310,2855703;2855709;2855710,a,200,19.0000,
1183,fertoszentmiklos,52313,1438173;1438558;1438563;1438564;1439289;1439290;1439302;1439313;1439314;1439332;1444949;1444950;1444956;1444962;1444963;1444975;1444976;1446078;1446079;1446085;1446086;1446092;1446093;1446099;1446105;1446111;1446112,kpe,200,381.6200,2
1184,fertoszentmiklos,52314,1438214;1438215,kpe,200,64.1600,
1185,fertoszentmiklos,52315,1439887;1439891;2856464;2856465,ac,80,52.9300,1
1186,fertoszentmiklos,52316,1439698;1439704;1439711;1439716;1439717;1439721;1439722;2856285;2856286,ac,80,118.4400,
1187,fertoszentmiklos,52318,1441193;1441199;1441204;1441205;1441212;1441707;1441708;2856291;2856292,ac,100,137.7300,
1188,fertoszentmiklos,52320,1442290;1444921;1444922,ac,150,97.7700,
1189,fertoszentmiklos,52321,1441823;1441838;1441843;1441844;1441849;1441850;2856312;2856313;2856733;2856734,ac,100,111.8200,
1190,fertoszentmiklos,52323,1441429;1443006;2856494;2856495;2856775,ac,100,62.0800,1
1191,fertoszentmiklos,52325,1437940;1437945;1438486;1438506;1439825;1439832;1439838;1439850;1440315;1440321;1440322;1440327;1440328;1440333;1440334;1440339;1440340;1440346;1440351;1440352;1440357;1441095;1441096;1441101;1441108;1441109;1441114;1441115;1441121;1441122;1441128;1441133;1441134;1441139;1441140;1441145;1441146;1441151;1441152;1441157;1441163;1441164;1441169;1445174;1445175;1445181;1445182;2856458;2856459;41372124;41372125;53130968;53130969,ac,100,638.8200,1
1192,fertoszentmiklos,52326,1438435;1438440;1438446;1438451;1438452;1438458;2856761;2856762,ac,100,84.3400,
1193,fertoszentmiklos,52327,1439861;1439862;1439882;1439883,ac,80,78.5500,
1194,fertoszentmiklos,52329,1438545;1439866;1439871;1439872;2856796;2856797,ac,80,71.0100,1
1195,fertoszentmiklos,52330,1439740;1439745;2856157;2856158;2856803;2856804;6269610;6269611,ac,80,117.0700,
1196,fertoszentmiklos,52331,1437145;1437150;1437160;1444682;1444683;1444689;1444690;1445644;1445645;2856979;2856980;67583766;67583767,ac,100,128.6300,2
1197,fertoszentmiklos,52332,1442280;1442724;1442771;1442819;1442825;1442826;1442831;1442832;1442839;1442844;1442851;1442852;1442858;1442859;1442864;1442865;1442870;1442871;1442877;1442883;1442888;1442889;1442895;1442900;1442901;1442908;1442913;1442920;1442925;1444283;1444284;2855932;36617552;36617553;49900358,ac,200,385.1900,
1198,fertoszentmiklos,52333,1437131;1440644;1440677;1440682;1443770;1443776;1443777;1443783;1443789;1443795;1443801;1444186;1444192;1444204;1444209;1444886;1444887;1445206;1445207;2855898;2855899,kpe,200,358.7800,8
1199,fertoszentmiklos,52334,1443431;1443436;1444932;1444936;1444937;1444943;1445325;1445337;1445349;1445355;1445361;1445367;1445372;1445373;1446288;1446289;2855643;26932084;26960958;26960959;77493635;77493642;77493658;77493659,ac,150,423.6500,
1200,fertoszentmiklos,52335,1437679;1437689;1437714;1437724;1437730;1437798;1437811;1437823;1437827;1437840;1437841;1437846;1437858;1437859;1438203;1438204;1438209;1438278;1438279;1439925;1439926;1439931;1439932;1439937;1439943;1439950;1439951;1439956;1439962;1439963;1444367;1444368;1445812;1445813;1445841;1445842;1445847;1445848;1445853;1445854;1445861;1445867;1445868;2855636;2855637,ac,100,549.1400,1
1201,fertoszentmiklos,52338,1436981;1436986;1436987;1436993;1436999;1437000;1437005;1437011;1437012;1437018;1437023;1437024;1437030;1437031;1437037;1437042;1437043;1437048;1437049;1437217;1437218;1437223;1437224;1437230;1437236;1437237;1437547;1437548;1437740;1437741;1437747;1437748;1446306;2855996;2855997;36617625;36617626,ac,150,379.8500,1
1202,fertoszentmiklos,52339,1437553;1437572;1437577;1437608;1437649;1437664;1437670;1437759;1437760;1437767;1437772;1437833;1445873;1445874;1445880;1445881;1445887;1445888;1445893;1445894;1445899;1445900;1445905;1445911;1445912;1445917;1445918;1445923;1445924;1445929;1445930;1445935;1445942;1445947;1445948;1445953;1445954;1445959;1445960;1445966;1445967;1445972;1445973;1445979;1445980;1445986;1445991;1445992;1445998;1446300;1446301;2855650;2855651;6269548;6269549;77403022;77403023;78685136;80736160;80736161,ac,150,599.4600,1
1203,fertoszentmiklos,52340,1437067;1437072;1437088;1437098;1437103;1437118;1439968;1441439;1441942;1441947;1442355;1442356;1442361;1442367;1442368;1442373;1442374;1442385;1442418;1442425;1442426;1442506;1442512;1442517;1442946;1442947;1442952;1442953;1442959;1442960;1442965;1442966;1442971;1442972;1442977;1442978;1442983;1442984;1442990;1442995;1442996;1443002;1444539;1444540;1445232;1445233;2856200;2856201;2856781;2856782;6269531;6269532,ac,100,481.5500,
1204,fertoszentmiklos,52343,1437170;1437185;1437190;1437195;1438972;1441375;1441389;1441415;1443751;1443756;1443757;1443762;1443807;1443808;1444039;1444058;1444065;1444066;1444071;1444072;1444077;1444078;1444090;1444091;1444097;1444103;1444104;1444109;1444116;1444123;1444160;1444161;1444166;1444173;1444180;1444497;1444498;1444631;1444632;1444637;1444643;1444644;1444649;1444650;1444655;1444656;1444662;1444663;1444668;1444669;1444675;1444676;1445226;1445227;1445238;1445239;2856194;2856195;25674396;25674397,ac,100,692.4700,1
1205,fertoszentmiklos,52344,1439147;1439148,kpe,110,30.0100,
1206,fertoszentmiklos,52345,1444358;2857107;2857108,kpe,160,182.1200,
1207,fertoszentmiklos,52486,2857519;2857520,kpe,90,10.7400,
1208,fertoszentmiklos,52488,1438417;1444420;1444425;1444426;1444431;1444432,kpe,90,81.8200,
1209,fertoszentmiklos,52489,1441703;1443965;1443966,kpe,110,79.0200,1
1210,fertoszentmiklos,52490,1441976;1443949;1443954;1443955;1443960;2857137;2857138,kpe,110,98.0800,
1211,fertoszentmiklos,52491,1438285;1438290;1438381;1438382;2857165;2857166,kpe,110,57.0900,
1212,fertoszentmiklos,52492,1440226;1440232;1440241;1440242;1441605;1441611;1441612;1442130;1442131;1442136;1442137;1442142;1442143;1445735;1445736;2855846;2855847,ac,150,209.7900,1
1213,fertoszentmiklos,52493,1445520;1445525;1445526;1445532;1445537;1445538;1445545;1445550;1445555;2855680;2855681;2856553;2856554,kpe,110,307.9800,
1214,fertoszentmiklos,52494,1444982;1444986;1444991;1444996;1445083;2856219;2856220,kpe,110,99.2200,
1215,fertoszentmiklos,52495,1446206;1446210;1446215;1446220;1446225;1446230;1446234;1446235,kpe,110,111.4800,2
1216,fertoszentmiklos,52496,1438228;2857388;2857389,kpe,90,34.1400,
1217,fertoszentmiklos,52497,2857151;2857152;2857158;62388001;62388002,kpe,110,204.9000,
1218,fertoszentmiklos,52498,1438333;1438338;1438344;1438351;1438369;1438370;1438375;1439992;1439993;1441289;1441290;1441295;1441296;1441301;1441302;1441307;1441308;1441314;1441319;1441320;2857172;2857173,kpe,110,235.6200,
1219,fertoszentmiklos,52518,1441642;1441647;1441654;1441655;1443206;1443207,kpe,110,57.9300,1
1220,fertoszentmiklos,52519,1443420;1443421;1445825;1445830;1445831;2857361;2857362,kpe,90,67.3200,
1221,fertoszentmiklos,52520,1440921;1440926;1440931;1441223;1441224;1441618;1441623;1441628;1441633;1441638;2857375;2857376,kpe,90,261.8700,
