   ,TELEPULES,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
2716,sopron,41405,1364015;1364016;1364026;1364027;1364032;1364037;2827045;2827093;2827094,ov,50,90.9400,
2717,sopron,41422,1379355;1379360;1379369;1379370;1379376;2825237;2825238;2834308;2834309,kpe,160,89.9800,2
2718,sopron,41428,2825232;2825233,kpe,160,14.8900,
2719,sopron,41431,1354184;1354189;1354194;1354199;1354204;1363336;1363345;1363351;1363357;1363363;1363369;1363374;1363375;2825218;2825219,pvc,90,87.9300,1
2720,sopron,41441,1363298;1394745;2844040;2844041,ac,150,139.4400,2
2721,sopron,41442,1362826;1362831;1362848;1362849;1362854;1362855;1362861;1362866;1362867;1362873;2834359;2834360,ac,80,91.0000,1
2722,sopron,41455,1350436;1368851;1368857;1368858;1369596;1369601;1369602;2819639;2819640,kpe,160,121.7200,1
2723,sopron,41460,1367378;1372325;1372332;1372333;2819632;2819633,ac,125,90.8200,1
2724,sopron,41461,1374008;1374577;1374582;1374587;1374588;1374594;1374599;1374600;1374605;1374606;1374612;1374617;1374618;1374623;1374624;1374630;1403717;2817930;2817931;6273241;6273242,kpe,200,173.1300,
2725,sopron,41463,1353318;1353323;1403189;1403195;1403207;1403213;1403706;1403707;1405266;1405267;2841524;2841525;2841852;2841853,ac,200,195.1300,2
2726,sopron,41473,2817879;2817880,kpe,110,7.3200,
2727,sopron,41477,1404072;1404077;1410708;1410709;2814989;2814990;2831637;2831638,ac,125,103.1500,
2728,sopron,41488,6284644;6284649;6284650,kpe,160,8.5200,
2729,sopron,41495,2806392;2806393,ac,250,299.8800,4
2730,sopron,41497,1353218;1353223;1353228;1353233;1353242;1353243;1353249;1353254;1353259;1353264;1353269;1353274;1353279;1353284;1353289;1353294;1353299;1353304;1353309;2841416;2841417;2841517;2841518,ac,200,167.4400,2
2731,sopron,41515,1353387;2817973;2817974;2841529;2841530;6273259;6273260,ac,125,95.9100,
2732,sopron,41521,787629,ac,100,13.8300,
2733,sopron,41528,2845703;2845704,ac,80,48.2000,
2734,sopron,41531,787217,kpe,110,10.6800,
2735,sopron,41532,787216,kpe,110,5.2200,
2736,sopron,41533,2816466;2845696;2845697,kpe,110,23.4300,
2737,sopron,41536,1372383;1403725;1403730;1403731;1403737;1403742;1403747;1403752;2815331;2815332;2819603;2819604;6273610;6273611,ac,125,171.5400,9
2738,sopron,41538,1371047;1371062;1373367;1396512;1396513;1396519;1396524;1396525;2806470;29762440;29762441,ov,80,70.2700,
2739,sopron,41576,1403050;1403051,ov,80,78.2400,
2740,sopron,41607,1364312;1364317;2837568;2837569;2841403;2841404,kpe,160,96.4500,
2741,sopron,41622,1377272;1377276;1377281;2834352;2834353,ac,100,65.4400,
2742,sopron,41624,1354209;1354533;1374306;1377253;1377254;1377260;1377265;1377266;1379384;1379385;2841441;2841442,ac,150,169.3900,
2743,sopron,41631,2807806;2823356;2823357,gov,100,42.8100,
2744,sopron,41635,1379305;1379306;1379314;1379315;1379320;1379321,ac,150,62.1000,1
2745,sopron,41638,1379463;1379468;2816445;2816446;2832780;2832781,ac,100,153.5600,2
2746,sopron,41643,1368675;1372105;1372109;1372344;1372345;1372350;1372351;2816459;2816460;2821669;2821670;6273726;6273727,ac,125,164.3200,7
2747,sopron,41660,790048,ac,400,175.9300,
2748,sopron,41661,2832609;2832610;2844021;2844022,ac,200,143.7400,
2749,sopron,41665,1360112;1396901;1396902;1396908;1396913;2832595;2832596,gov,200,78.1600,
2750,sopron,41669,1396884;1396890;1396895;1396896;2832572;2832573;2844015;2844016,ac,80,77.1300,
2751,sopron,41672,1403245;1403246,a,50,22.1600,9
2752,sopron,41674,2843817;2843818,ac,200,1.5800,
2753,sopron,41684,789626,ac,400,118.4900,1
2754,sopron,41691,1403132;1403136;1403141;2830672;2830673,ov,80,53.7400,1
2755,sopron,41692,1403116;1403121;1403126;1403127;2830630;2830631,ov,80,52.3700,
2756,sopron,41702,1353930;1403582;1403583;2832635,kpe,200,208.0600,1
2757,sopron,41704,1390967;1403559;1403564;1403570;1403575;1403576,ov,80,99.9400,
2758,sopron,41742,1353638;1353643;1353648;1353653;1353658;2815984;2815985;2827000;2827001,ov,50,88.5500,
2759,sopron,41755,1351675;1351676;1374288;2826935;2826936,kpe,90,66.9700,
2760,sopron,41772,2842149;2842150,ac,80,48.1100,
2761,sopron,41777,1351530;1370814;1394898;1394899;2842289;2842290,ac,80,75.1100,
2762,sopron,41778,1354149;1354159;1354164;1354169;1354174;1391908;1391909;1394891;1394892;2844970;2844971;2846182;2846183,ac,100,190.2500,3
2763,sopron,41795,1354111;1354116;1354122;1393100;1393101;1394574;1394575;45442434,ac,100,112.1600,1
2764,sopron,41801,1393861;1402638;1402644;1402650;1402656;1402661;1402662;1402668;2819428;2819429,ov,100,96.6700,2
2765,sopron,41805,793248,a,600,12.2100,
2766,sopron,41813,1362783;1362787;1362797;1362798;1372625;1409757;1409758;2842103;2842104,ac,150,223.3900,1
2767,sopron,41816,1362768;1362769;1362773;2842136;2842137,ov,80,112.9400,1
2768,sopron,41820,2844811;10858327;10858328,ov,80,41.9700,
2769,sopron,41822,1363147;1363151;1363156;2809863;2809864,kpe,160,61.2800,
2770,sopron,41832,1362708;1362713;1362723;1362724;1362729;1362734;1362739;1362744;1362749;1362754;1363142;1363143;2843345;2843346,kpe,110,159.4700,
2771,sopron,41866,1402176;2839314;2839315,kpe,110,21.9500,
2772,sopron,41867,1363527;1363531;1363536;1363541;1402169;2842253;2842254,ac,100,93.3400,
2773,sopron,41871,1377127;1377133;1377144;1405791;1405792;2842265;2842266,ac,100,119.7300,2
2774,sopron,41873,1377116;1377123;1402179;1402180;1402186;2842239;2842240,kpe,110,114.9400,2
2775,sopron,41904,1364200;1364205;1364210;1364215;1364220;1364225;1364230;1364235;1364240;1364246;1364251;1364256;1367372;1367373;2809242;2809243,ov,80,92.8900,4
2776,sopron,41905,1363096;1363101;1363106;1363111;1363116;1363121;1363126;1363127;1364266;1364272;1364273;2809236;2809237,ov,80,76.8800,2
2777,sopron,41906,792054,ov,80,6.3500,
2778,sopron,41927,2843809;2843810,kpe,110,10.9600,
2779,sopron,41928,791645,ov,80,66.2600,1
2780,sopron,41936,1349784;1377156;1377162;1377170;1377179;1377183;1377184;1377190;1377191;1398559;1398565;1398571;1398576;1398577,kpe,90,220.3600,3
2781,sopron,41944,2843868;2843869,ac,400,194.6400,
2782,sopron,41945,791232,ac,400,55.4500,
2783,sopron,41946,2843845;2843846,ac,400,8.2000,
2784,sopron,41950,2843853;2843854,kpe,90,34.1100,
2785,sopron,41959,1379045;1379050;1379055;1379056;1379061;1379062,ac,250,76.1800,1
2786,sopron,41966,1398549;2822553;2822554,ac,250,186.1800,
2787,sopron,41967,1358897;1358903;1358914;1358919;1358920;1358925;1358930;1358935;1358945;1358949;1358950;1379141;1379153;1379160;1379166;1379171;1379172;1379177;1379178;1392081;1392082;2845521;2845522,ac,80,311.7200,4
2788,sopron,41982,1394065;1402734;1402735,ac,80,32.8800,1
2789,sopron,41983,1374133;1394076;1396801;1396806;2819518;2819519;13609639;13609640,ac,100,197.8100,4
2790,sopron,42000,1388881;2842164;2842165,kpe,110,11.3200,
2791,sopron,42001,1370405;1370410;1397095;1397101;1397106;1397107;1397112;1397113;2808639;2808640;2812913;2812914;6274027;6274028,ac,100,217.5100,
2792,sopron,42003,1402714;2819481;2819482;5810288;5810289,ac,100,63.5100,1
2793,sopron,42004,1402692;1402693,ac,80,20.1500,
2794,sopron,42006,1402223;1402227;1402228;2819455;2819456,ac,80,68.9600,
2795,sopron,42009,1350161;1402673;1402677;1402678,ov,100,67.6200,
2796,sopron,42024,1402989;1402993;1402998;1402999;2819420;2819421;6274347;6274348,kpe,110,99.9400,3
2797,sopron,42025,788789,kpe,90,32.5200,
2798,sopron,42034,1402942;1402947;1402952;1402953;2817817;2817818,kpe,63,145.9300,
2799,sopron,42036,1402718;1402719;1402729;1402730,ac,200,412.3000,1
2800,sopron,42037,1394904;1394905;1402906;1402911;2817811;2817812,ac,100,62.0100,
2801,sopron,42040,1394910;1394914;1394915;1402900;1402901,ac,100,132.7700,2
2802,sopron,42043,1402854;1402858;1402863;1402868;1402873;1402878;2815511;2815512;2846301;2846302,ac,125,89.5900,
2803,sopron,42049,2817754;2817755,kpe,63,14.9100,
2804,sopron,42052,2843744;2843745,kpe,63,16.9500,
2805,sopron,42054,2817674;2817675,ac,100,10.8300,
2806,sopron,42059,2827630;2827631;86679289,ac,100,54.9200,
2807,sopron,42062,2812644;2812645;2830440;2830441,ac,150,136.0700,
2808,sopron,42065,1374199;1396578;1396579;1396584;1396585,ac,150,94.9400,
2809,sopron,42069,1406619;1406620,gov,200,24.1900,
2810,sopron,42070,789959,ac,250,32.7100,
2811,sopron,42071,789957,ac,200,10.4900,1
2812,sopron,42072,1401648;1401652;1401662;1401666;1401667;1401673;1401678;1401683;1401688;1401693;1401698;1402091;1402095;1402096,ac,200,92.1200,1
2813,sopron,42083,2826002;2826003,ac,200,10.2300,
2814,sopron,42084,6283392;6283458;6283459,kpe,90,25.7600,
2815,sopron,42085,2830321;2830322,ac,200,13.5500,
2816,sopron,42086,789551,kpe,200,18.2000,
2817,sopron,42087,2827581;2827582,ac,200,52.9400,
2818,sopron,42091,1393705;2826017;2826018,ac,100,5.7100,
2819,sopron,42092,2830333;2830334,ac,100,4.1000,1
2820,sopron,42093,789146,ac,100,30.8300,
2821,sopron,42095,789141,kpe,110,0.7800,
2822,sopron,42097,789138,kpe,110,1.3600,
2823,sopron,42099,2828664;2828665,kpe,160,23.3000,
2824,sopron,42100,2828656;2828657,kpe,110,53.7300,
2825,sopron,42109,1367266;1367271;1367276;1367277;1379023;2847392;2847393,kpe,90,75.7200,
2826,sopron,42130,1367368;1378774;1378921;1378922;2847464;2847465,pvc,110,55.7900,1
2827,sopron,42133,1378843;1378848;1378853;1378858;1378869;1378875;1378880;1378881;1378891;1378892;1378897;1378898;1392282;1392283,pvc,110,132.4300,
2828,sopron,42148,1396691;1396696;1396701;1396711;1396716;1396717;1396722;1396723;1396728;1396729;45442316,ac,80,155.7400,3
2829,sopron,42150,1369024;1369031;1369051;1369061;1369065;1369066;1374237;1374238;1392673;1392674;1396621;1396622;1396627;1396628;1396633;1396634;1396639;1396640;1396646;1396651;1396652;1396658;1396663;1396670;1396675;1396676;2841239;2841240,kpe,90,261.6900,5
2830,sopron,42162,2806041;2806042,kpe,160,0.3500,
2831,sopron,42175,2842246;2842247,kpe,110,67.6300,
2832,sopron,42177,2842259;2842260,ac,100,25.8100,
2833,sopron,42211,1354136;1354141;1359189;1375915;1404639;1404640;2809589;2809590;2846911,kpe,160,134.7400,
2834,sopron,42213,1402079;1402080;1402085;1402507;1402512;1402513;1402518;1402528;1402534;1402535;1402540;2837485;2842026;2842027,kpe,160,221.9100,4
2835,sopron,42222,1359953;1389879;1393135;1393136;1393141;1393147;1402339;1402345;1402346;1402351;1402357;1402363;1402369;1402375;1402376;2837327;2837328;40000569;40000570;43330393;43330394,ac,125,290.3800,
2836,sopron,42230,1363021;1363026;1363027;2837333;6273959;6273960,kpe,160,95.8400,
2837,sopron,42233,787968,kpe,160,1.1000,
2838,sopron,42243,1367285;1367290;1367300;1367301;1367306;1367312;2810018;2810019;2837284;2837285,kpe,90,112.9300,
2839,sopron,42272,1351449;1351453;1351462;1351463;1351474;1351483;1351488;1353064;1353069;1353079;1353091;1353097;1353103;1353109;1353115;1353121;1353127;1353132;1353133;1389069;1389070;2842032;2842033;36618652;36618653,kpe,90,250.6900,15
2840,sopron,42276,1374296;1374297;45442367,a,400,195.3300,3
2841,sopron,42277,1359097;1359102;1359108;1359113;1359118;1359123;2827822;2827823;6289753,ac,200,190.8700,1
2842,sopron,42278,2812486,ac,200,17.4600,
2843,sopron,42279,2829584;2829599;2829600,ac,200,19.5900,
2844,sopron,42297,1362209;2829592;2829593,kpe,110,18.6900,
2845,sopron,42299,1359047;1362218;1362222;1362223;2829571;2829572,kpe,110,100.9900,
2846,sopron,42305,2834199;2834200,kpe,110,42.4000,
2847,sopron,42308,1362648;2834155;2834156,kpe,90,37.3000,
2848,sopron,42318,1362608;1362614;1362615;2827761;2827762;2829544;2829545,ac,200,125.5200,1
2849,sopron,42320,2827717;2827718,ac,200,74.1500,1
2850,sopron,42321,2827725;2827726,ac,150,45.0800,
2851,sopron,42322,54684735;54684736,kpe,160,4.6700,
2852,sopron,42323,1362466;1362471;1362480;1362481;1362492;1362497;1405581;1405582;1407763;1407764;2825872;2825884;2825885,kpe,160,216.0500,1
2853,sopron,42339,2832516;2832522;2832523,kpe,110,69.8600,
2854,sopron,42340,2810673;2810674,kpe,110,135.1600,1
2855,sopron,42342,1363522;1363523,kpe,90,19.9000,3
2856,sopron,42343,1362448;1362452;1362457;2810680;2810681,ac,100,109.6500,2
2857,sopron,42346,1355536;25586207,ac,300,138.7300,
2858,sopron,42347,2827740;2832477;2832478,gov,100,49.2400,
2859,sopron,42348,791609,ac,100,33.7300,
2860,sopron,42350,1362978;1362979,ac,100,84.3900,1
2861,sopron,42352,2832437;2832438,gov,250,60.2300,
2862,sopron,42354,791596,ac,250,21.8300,
2863,sopron,42355,791593,ac,300,37.0400,
2864,sopron,42356,791204,ac,300,10.5200,
2865,sopron,42357,2827703;2827704,ac,300,22.2700,
2866,sopron,42358,6284553;6284554,a,250,13.0500,
2867,sopron,42359,791198,ac,300,19.9800,
2868,sopron,42360,791196,ac,300,60.0800,
2869,sopron,42361,1355057;1377025;1377026,ac,250,75.1100,
2870,sopron,42362,2847859,gov,200,73.8800,
2871,sopron,42364,2832411;2832412,gov,200,2.3800,
2872,sopron,42365,2832390;2832391,gov,300,3.8200,
2873,sopron,42366,1359539;2833591;2833592,gov,300,71.5600,
2874,sopron,42367,6284583;6284584,kpe,200,244.2000,
2875,sopron,42368,6284806;6284807,ac,300,277.0300,
2876,sopron,42371,1395268;1395273;2806659;2806660;2815042;2815043,ac,80,71.6700,1
2877,sopron,42374,2825853;2825940;29138800;29138801,kpe,160,79.5900,
2878,sopron,42376,2825858;2825859,kpe,160,16.2100,
2879,sopron,42378,2827674;2827675,ac,150,80.4100,
2880,sopron,42379,2827683;2827684;2827690;2827691,ac,150,183.3100,1
2881,sopron,42381,1374874;1374875;1394103;1394104;2825906;2825907,ac,150,57.7400,
2882,sopron,42383,790778,ac,150,6.7400,
2883,sopron,42384,790777,ac,150,7.6500,
2884,sopron,42388,1378705;1378709;1378714;1378719;1378724;2830530;2830531,kpe,160,116.5600,1
2885,sopron,42391,2825815;2825816,kpe,63,25.2100,
2886,sopron,42394,1378691;1378694;9440604;9440605,kpe,110,114.0800,
2887,sopron,42396,1378657;1378661;1378666;1378671;1378681;1378686;1405414;1405415;2827710;2827711,ac,200,158.5200,3
2888,sopron,42397,790372,ac,100,15.1300,1
2889,sopron,42404,52409422;52409423,ac,100,28.1700,3
2890,sopron,42412,1359517;1359518;1360031;1373302;1373303;1373308;1373309;1374137;1374138;2823116;2823117;2833076;2833077,kpe,110,282.6100,
2891,sopron,42417,1357218;1360007;1370842;1371041;1371042;1396545;1396546;5810322;5810323,ac,125,74.6300,2
2892,sopron,42430,1370992;1378403;1378404,ac,80,25.6900,1
2893,sopron,42438,1396534;1396539;1396540;6274045;6274046,ac,100,73.3000,2
2894,sopron,42447,1351195;1373948;1375027;1375683;1375684;2836339;2836340,kpe,110,127.5500,
2895,sopron,42452,2843778;2843779,kpe,90,25.4900,
2896,sopron,42453,1363848;1363853;1363858;1363863;1363868;1372388;2811000;2811001;2839465;2839466,ov,80,115.8100,
2897,sopron,42510,2847735;2847736,kpe,90,8.2200,
2898,sopron,42511,2843765;2843766,ac,80,72.1300,
2899,sopron,42512,1352839;1352843;1352848;1352853;1352858;1352863;1352868;1352878;1352883;1352888;1352893;1352897;1352898;1353023;1353024,ac,80,104.4000,
2900,sopron,42523,1352834;1358072;1358077;1358083;1358089;1358095;1358101;1358112;1358113;1358125;1358131;1358137;1358143;1358149;1358155;1358161;1358173;1358179;1358185;1358196;1358197;1378949;1378959;1378964;1378969;1378974;1378979;1379135;1387464;1387465;1387470;1387471;1387476;1387477;1396813;1396819;1396825;1396831;1396837;1396843;1396849;1396855;1396861;1396867;1396872;1396873;1407394;1407395;2821303;2821304,ov,80,353.7000,2
2901,sopron,42524,1358049;1358053;1358057;1358058,ac,80,47.9400,
2902,sopron,42534,2811741;6283446;6283447,ac,150,20.7600,
2903,sopron,42535,2825913;2825914,ac,150,5.3800,1
2904,sopron,42536,1355069;6283452;6283453,ac,150,45.6100,2
2905,sopron,42537,1401972;1401979;1401980,ac,150,82.7400,2
2906,sopron,42540,1401962;2825828;2825829,ac,150,125.5000,
2907,sopron,42542,1401916;1401923;1401930;1401931;1401937;1401942;1401947;1401952;1401956;1401957;6289964;6289973,ov,80,131.3000,1
2908,sopron,42548,1350053;1401900;1401905;1401910;1401911,ac,150,69.8000,1
2909,sopron,42551,1402266;1402271;1402276;1402281;1402286;1402287;2828535;2828536,ov,80,96.3300,1
2910,sopron,42558,2828457;2828458,ov,80,11.7000,
2911,sopron,42560,1401840;1401841;1402241;1402246;1402251;2806425;2806426,ov,80,85.9200,3
2912,sopron,42565,1401802;1401807;1401813;1401819;1401825;1401826;1401831;1401832,ov,80,107.1700,1
2913,sopron,42567,1352950;1352956;1352962;1352968;1352974;1352980;1352986;1352992;1352998;1352999;1353004;1353005;2828444;2828445,ov,80,80.5300,3
2914,sopron,42578,1352926;1352931;1352936;1352937;1393875;1393876,ov,80,81.2600,
2915,sopron,42579,1351372;50294708;50294709,kpe,160,183.9000,
2916,sopron,42580,1409697;34204959,ac,300,152.8100,1
2917,sopron,42584,787536,ac,300,182.3200,1
2918,sopron,42586,1351360;1351366;1351367;2827769;2827770;2829639;2829640;65395197;65395198,ac,200,119.9000,
2919,sopron,42590,1351343;1353793;1359155;1359156;2829577;2829578,ac,200,104.2200,
2920,sopron,42592,1351330;1351336;1353786;1353787;1358214;1358215;2829633;2829634,kpe,110,101.0600,
2921,sopron,42593,1351310;1351315;1351320;1351321;2829613;2829614,kpe,110,99.9400,3
2922,sopron,42594,1358224;1358225;1390942;1390943;2826579;2826580,kpe,110,77.5000,
2923,sopron,42609,1360617;1360622;1360627;1360632;1360637;1360642;1360647;2820849;2820850;2847767;2847768,ac,100,93.5300,1
2924,sopron,42610,1361678;1361684;1361685;1361691;1361692;1366926;1366927;1366931;1366932;1367962;1367963,ov,80,60.8900,1
2925,sopron,42611,1350326;1350330;1360275;1374532;1374533;2817380;2817381,ac,100,81.6400,
2926,sopron,42612,1350312;1350316;2847788;2847789,kpe,160,69.7900,
2927,sopron,42613,1350285;1360282;1366947;2824931;2824932,kpe,160,48.9000,
2928,sopron,42614,1350306;2842699;2842700;2842705;2842706,kpe,110,63.4800,
2929,sopron,42615,1350293;1350982;1350983;1366911;2824951;2824952;2824958;2824959,kpe,110,58.4000,
2930,sopron,42616,1362146;1372248;1372249;2822072;2822073,kpe,110,36.8100,
2931,sopron,42617,1371503;1371513;1371514;1393379;2820415;2820416;6284667;6284668,kpe,110,72.6900,
2932,sopron,42618,1353976;1374262;1375522;1375523;1375728;1375989;1375995;1375996;2820355;2820356,kpe,90,122.6900,
2933,sopron,42619,13413036;13413037,kpe,90,41.4300,
2934,sopron,42620,1374539;1374549;1374550;1374556;1374557;2820369;2820370,kpe,90,144.6700,
2935,sopron,42635,1366900;1370848;1394203;2820331;2820332;2820394;2820395,kpe,110,32.2900,
2936,sopron,42656,1355948;2824863;2824864,ov,80,155.6900,
2937,sopron,42657,1361547;1362441;6633882;6633883;20258134;20258135;76902742;76902773;76902774,ac,80,145.8000,3
2938,sopron,42658,2811166;2811167,kpe,110,123.0000,
2939,sopron,42662,1362033;1362421;1362425;1393574;1393575,kpe,110,137.5900,
2940,sopron,42665,80798782;80798783,kpe,110,9.9700,
2941,sopron,42668,1362012;1362017;1362022;1362027;1362028;2845501;2845502;64127130;64127144;64127145,ac,50,166.3300,5
2942,sopron,42672,1362940;1362950;1362951;1372219;1372225;1372231;1372236;1391032;1391033;2818492;2818493,ov,80,157.6100,1
2943,sopron,42677,1361973;1361977;1361982;1361987;1361993;1361998;1410176;1410177,ov,80,107.3800,
2944,sopron,42678,1361970;2824826;2824827,kpe,63,31.8700,
2945,sopron,42680,1362906;1362910;1362920;1362921;1362926;1362931;1362932;2809869;2809870,pvc,110,78.0400,3
2946,sopron,42684,2824773;2824774,pvc,90,3.5500,
2947,sopron,42699,1372242;1376585;1376591;1376597;1376603;1376608;1376609;2809616;2809617;2819052;2819053,pvc,110,91.9000,
2948,sopron,42700,1360271;1376933;1376934;1376940;1376945;1376950;1376951;1376957;1376962;1393607;2831542;2831543,kpe,110,73.2800,
2949,sopron,42701,1367980;1367985;1375118;1378520;1378521;1378525;1393581;1393585;1393586;2836332;2836333,kpe,110,90.9000,
2950,sopron,42706,29762405;29762406,kpe,63,34.0200,
2951,sopron,42707,1393602;1411337;2823136;2823137,kpe,90,74.8500,
2952,sopron,42734,1367106;2822325;2822326,kpe,315,32.7700,
2953,sopron,42735,792335,kpe,110,63.5300,
2954,sopron,42736,1385571;1385575;1385576,kpe,315,174.6300,
2955,sopron,42743,1361356;1361357;1361362;1377995;1377996;1378001;1378002;2830186;2830193;2830194;6273689;6273690;82599372;82599373,ac,125,77.7100,1
