,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
739,44415,1349471;1349496;1349865;1359959;1375967;1375968;1410393;1410394;79457029;79457030,kpe,160,176.9900,
740,44419,1376817,ov,80,4.6500,
741,44420,1351157;1373144;1373151;1374448;1375489;1375490;1376301;1376302;1405918;1405919;2843717;2843718,kpe,110,274.0100,
742,44421,1368008;1373202;1373493;1373494;2843724;2843725,kpe,110,118.7700,
743,44422,1373471;2831716;2831717,kpe,90,108.6400,
744,44424,1392757;1394296;1406893;2840024;2840025;25703550;25703551,kpe,110,122.5100,
745,70616,2830094;2830095,kpe,200,30.7400,
746,70617,2836775;2836776,kpe,110,3.8900,
747,70620,1358427;1358431;1358436;1358441;1358446;1366803;1366808;1366809;1366821;1366826;1366827;1366833;1366838;1366843;1385755;1385756;1388102;1388103;2842613;2842614,kpe,110,298.0000,
748,70626,1366196;1366241;1366247;1366253;1366259;1366269;1366273;1366278;1366619;1366620;1386356;1386362;1386363;1405588;1409340;1409341;6274170;6274171;6274213;6274214,ac,100,139.5800,1
749,46195,1359923;1373420;1373424;1373425;1390513;1390514,kpe,110,117.4500,
750,46196,1375734;1375735;2845440;2845441,kpe,110,24.6400,
751,46201,1355999;1389407;2836255;2836256,kpe,90,81.7400,
752,47325,1376847;1390285;1390286;1391298;1391299,ov,100,121.8600,
753,46446,1404455;1404456,kpe,110,21.2600,
754,46449,1349966;1360230;1360231;2833215;2833216,kpe,110,110.3200,
755,46453,1369345;1369346,gov,200,98.5600,
756,46454,1356390;1356393;1356394,gov,200,99.0900,
757,46455,1356407;1388478;1388479;1388516;1388521;1388522,gov,200,124.9800,
758,46456,786663,gov,200,23.3300,
759,46457,1393665;6273541;6273547;6273548;6273553;6273554,kpe,90,97.7700,
760,46458,2847272;6273665;6273666;20471964;20471965,kpe,90,51.9500,
761,46459,1354067;1356331;1356337;1375790;1375791;6273370;6273371;6273629;6273630,kpe,90,149.0900,
762,46460,2847240;2847241,kpe,90,87.3700,
763,46462,786650,kpe,90,16.2500,
764,46463,786647,kpe,110,61.3900,
765,46465,1349813;1349818;1349819;1349853;1349927;1349948;1349949;1353961;1353962;1359974;1359975;1360292;1360293;1371297;1374424;1375356;1375357;1375362;1375363;1376114;1376115;2846099;2846100;6274091;6274092;6274097;76954586;76954587,kpe,110,281.7200,
766,46474,1364648;1375796;1375797;2812782;2812783,kpe,160,30.0400,
767,46475,1377469;1377474;1377479;1377484;1377489;1377504;1377509;1392452;1392453;1392458;1392459;2843523;2843524;2843583;2843584,kpe,90,133.3900,3
768,44426,1373515;1373516;1393281;1410216;1410221;1410227;1411237;1411243;1411244;6284577;6284578;29138729;29138730;33041298;68704457;68704458;81984194;81984195,kpe,110,481.1600,
769,44428,1374502;2831703;2831704;6274072;6274073;26931993;26931994,kpe,90,159.6500,
770,44429,794617,kpe,110,37.2300,
771,44430,2838054;2838059;2838060,kpe,110,14.9300,
772,44432,1374678;1374679;1408298;1408299,kpe,32,137.0200,
773,44433,1349437;1359771;1374700;1375391;1375702;1375703;1405924;1405925;2839903;2839904,kpe,110,338.4500,
774,44437,1355116;1388097;1396182;1396188;1397863;1397869;1397870;1397875;1397876;2820168;2820169;29300015;29300016,ac,150,103.2100,1
775,44439,1363704;1363711;1363717;1373733;1410676;2824655;2824656;2837702;6273756;6273757,ac,100,166.6700,1
776,44440,1357559;1357560;1392789;1392790;6283440;6283441;47832968;47832969,ac,125,66.9600,
777,44441,1368705;1368710;1368722;1368768;1368769;1372358;1372363;1372364;1403757;2817872;2817873;2819611;2819612,ac,125,192.8500,1
778,44442,1352083;1352088;1352093;1352098;1352103;1352108;1352113;1352118;1352122;1352123;2846372;2846373,kpe,160,107.5500,
779,44443,1365096;1365105;1365110;1365120;1365125;1365131;1367900;1367901;1405720;1405721;2818097;2818098;2847147;2847148;40785654;40785655,kpe,110,135.5000,
780,44445,1365201;1365211;1365216;1365222;1365227;1373997;1373998;1394715;1398379;1398392;1398398;1398399;1398745;1398746;2808799;2808800;2823835;2823836,ac,150,183.2800,
781,44446,1372765;1373972;1373976;1373977,ov,80,42.8600,1
782,44451,1378020;1378026;1378032;1378038;1378051;1378056;1378062;1378068;1378069;1378074;1378079;1378084;1378089;1393681;1393686;1393687;1396026;1396031;1396036;1396041;1396046;1396051;1396057;1396062;1396067;1396072;2811555;2811556;2817097;2817098,ov,80,188.7900,5
783,44453,1372213;1392600,ov,80,13.5300,
784,44457,1355935;1375081;1375082,ov,125,19.7600,
785,44458,2815323;2815324,ac,125,6.9800,
786,44459,1361380;1362390;1362395;1367786;1370057;1370062;1370063;2812522;2812523,ac,100,99.3500,1
787,44461,2807773;77493610;77493618;77493619,ac,400,26.7300,1
788,44467,2829712;2829713,kpe,400,1.9400,
789,44469,1362162;2847595;2847596,kpe,110,58.6200,
790,45565,1375569;1378246;1378247;1378252;1378258;1378265;1378279;1378280;1378286;1378290;1378291;1390166;1390167;1390172;1390178;1390179;18181682;18181683,ov,100,230.1100,2
791,45566,1390524;1390525,ac,100,50.2400,
792,45567,1361540;1376830;1390535;1390536;1390541;1390542;1390547;1390548;1391021;1391022,ac,100,131.9900,
793,45570,1374839;1374840,ac,600,303.5000,
794,45571,1350165;1350166,ac,150,92.0600,1
795,45572,2844843;2844844,ac,150,113.7200,
796,45573,10793837;10793838,ov,80,70.2200,
797,45574,1362242;1392610;1392611;1393131;2846169;2846170,ac,80,85.8500,4
798,45578,1379750;1379751;1397499;1397500;2845462;2845463,ac,50,91.2500,
799,45579,1365388;1365393;1365398;1379779;1379783;1390267;1406176;1406177,ov,100,144.5200,4
800,45580,1372588;1379627;1379633;1379644;1390207;1390213;1390214;1406121;1406122;2832909;2832910;33040548;33040549,ac,150,278.9500,1
801,47335,1374955;1380462;1380473;1380474;1380480;1380486;1380497;1380498;1380503;1380504;2846524;2846525,ac,100,65.3200,1
802,47336,2846477;2846478,kpe,160,3.4400,
803,47346,2846073;2846074,a,150,3.9900,
804,48593,2814105;2814106,kpe,110,70.7600,
805,46477,785894,ov,100,0.4700,
806,46478,1354672;1354673;1354678;1354679;1354704;1354705;1354711;1354722;1354723;1354734;1354799;1354804;1354805;1354810;1354811;1354817;1354822;1354823;1355083;2816377;2816378;2822239;6273762;6273763,kpe,110,161.0700,
807,46479,2838445;2838446,kpe,200,7.2200,
808,46480,2846677;2846678,kpe,200,15.7200,1
809,46482,1352690;1352691,ac,125,15.0000,
810,46483,2807798;2807799,ac,125,74.4100,1
811,46485,1388068;1388072;1400626;1400627;1400632;1400633;2812565;2812566,kpe,160,81.6200,
812,46488,1364653;1364659;1393236;1393237;1408445;1408446;2819926;2819927,kpe,160,120.2200,
813,46490,1395773;1395778;1395783;1395797;1395798;1395804;1395808;2838452;2838453;30531247;30531248;75105034;75105035,kpe,200,102.8800,4
814,46491,1380447;1380451;1380456;1380457,ac,100,35.3200,
815,46492,785802,ac,250,38.7900,2
816,46493,1380310;1380315;1380320;1380325;1380330;1380334;1380335;2844200;2844201,ac,80,115.5600,2
817,46495,1398413;1398414;1398419;1398424;2840483;2840484,ov,125,31.2700,
818,47635,782755,kpe,110,9.5600,
819,47636,1350450;1368789;1371363;1371369;1371374;1371375,kpe,110,96.7100,
820,47639,2811071;2811072;65024274;65024275,kpe,110,55.2800,
821,47641,2811052;2811053,kpe,110,0.7000,
822,45581,1390262;1390263,ac,150,77.9400,
823,45582,786072,ac,150,75.5600,1
824,45583,1373039;1373040,ac,150,7.1300,
825,45584,1354556;1354557,ac,150,43.4500,
826,45586,1365339;1365343;1365344;1395123;1395128;1395133;1395134,ac,50,90.7100,3
827,45587,1374744;1374745,ac,300,601.5700,
828,45590,1402978;1402979;1403003;1403004;1403008;1403009,kpe,90,74.3300,
829,45591,1402957;1402958;1402968;1402972;1402973;2844977;2844978,ac,80,92.0100,
830,45592,1370809;1370810,ov,50,33.7300,
831,45594,1402696;1402700;1402701,ac,80,79.0000,
832,45595,785972,ac,80,1.8600,
833,45596,2845467;2845468,ac,80,5.9600,1
834,45597,1403925;1403926;1403930;1403931,ac,50,88.7300,
835,45599,785965,ac,150,1.0600,
836,45600,1379675;1379676;1397118;2812906;2812907,ac,150,120.4300,1
837,45601,1389372;1395030;1395031;1395036;1395042;1395048;1395054;1395059;1395060;1397964;1410892;1410893;2816695;2816696,kpe,160,324.5300,
838,45602,785958,ac,300,1.1000,
839,45603,2812681;2812682,a,300,17.0100,
840,45604,785955,kpe,160,8.5300,
841,45605,2820268;2820269,kpe,160,58.3300,
842,45614,1350341;1361698;1362136;1362137;2813035;2813036;6273395;6273396,ov,80,36.4400,
843,45617,1367906;1367952;2813023;2813024,kpe,63,58.8900,
844,46719,1365863;1365864;1365874;1365875;1365880;1371820;1371821;2826075;2826076,kpe,110,121.2700,
845,71748,1386991;1389550;1392345;1392357;1392358;1392365;2813504;2813505;5810399;5810400;6274676;6274683;6274749;6274754;16911910;16911911;17888913;17888914;59065869;59065870,kpe,110,525.2900,
846,48606,2810740;2810741,a,300,1.7100,
847,47661,1371483;1372487;1372492;1372497;1372502;1372507;1372512;1372513,kpe,110,131.0300,
848,47663,2812239;2812240,kpe,110,4.6200,
849,47664,1371985;1371991;1372002;1372003;1372013;1372014;1372025;1372030;1372040;1372045;1372462;1372463;1372517;1372518;1372524;1392027;1392028;1394458;1394459;2812157;2812158;33040524;33040525,kpe,110,588.9700,
850,44191,1397771;1397772;1405456;1405457,kpe,160,112.3900,
851,44193,1397766;1397791;2845816;2845817;2847470;2847471;44117005;44117006,gov,200,279.8200,
852,44195,790198,kpe,160,13.2800,
853,44200,790188,kpe,110,26.8600,
854,44214,1360927;1360947;1386384;1386385;1386391;1386396;1386397;1386402;1386403;1386408;1386409;1386414;1386415;1400944;1400948;1400949;2835653;2835654,kpe,160,139.0400,1
855,44215,2816702;2847626;2847627,kpe,160,65.2000,
856,44216,1394050;1394051;2847614;2847615,kpe,160,63.4000,
857,44217,789782,kpe,160,1.3900,
858,44218,1374022;1374027;1374028;2829802;2829803,kpe,160,91.7600,3
859,44220,2842188;2842189,kpe,160,8.2200,
860,44222,1360340;1398587;1398588;1398593;1398598;2842202;2842203,ac,150,158.0200,
861,46727,2812827;2812828,kpe,110,1.1800,
862,46737,783163,kpe,110,3.1400,
863,46738,783057,kpe,110,0.9400,
864,46788,793519,ac,200,8.1000,
865,46790,1379234;2812726,ov,80,14.0600,
866,45072,1387520;1387521,kpe,90,41.8500,
867,45073,785388,kpe,90,4.4600,
868,45106,1354303;1371241;1371242;6273284;6273285,kpe,110,42.1800,
869,45117,1372403;1372408;1372414;1372418;1372419,kpe,63,58.8500,
870,44228,1398540;1398553;2845797;2845798;66534249;66534250,ac,200,151.6000,
871,44235,2812770;2812771,kpe,160,24.8800,
872,44241,2822454;2822467;2822468,kpe,160,26.3900,
873,44247,781665,ac,150,5.0600,
874,44248,781666,ac,125,3.2100,
875,44252,1395214;1404410;1404420;1404421;1404431;1404432;1404437;1404444;1404450;1404451;2839865;2839866,kpe,110,114.6100,
876,46222,1373078;2834807;2834808,kpe,200,18.5600,
877,45376,1352458;1352459,kpe,90,49.2400,2
878,45377,1352453;1352454;1386751;1386755;1386760;1386761;1410377;1410378,ac,80,56.9600,4
879,45378,1367131;1367140;1367141;1367147;1367152;1367157;1367163;1367164;1371885;1371891;1371904;1371905;1371911;1371916;1371917,kpe,110,133.9000,
880,45380,1386271;1386275;1386280;1386285;1386290;1386295;2826055;2826056,kpe,110,89.7600,
881,45381,1379442;1379571;1379576;1379586;1379591;1379601;1379704;1379710;1379716;1379722;1379728;1379729;1387407;1387408;1389577;1389582;1389583;1393948;1393949;6289808;6289821;6289822,ac,100,318.0800,3
882,45383,1386685;1396320;1396327;1396334;1396341;1396348;1396353;1396362;1396363;1396369;1396373;1396378;1396379;1400959;1400963;1400964;1405468;6274256;6274257,kpe,160,151.8800,6
883,45384,1372753;1377685;1379606;1379611;1379612;1379617;1379618;1389588;1389589,ac,100,194.1800,3
884,45386,1375638;1375643;2818450;2818455;2818456,pvc,110,21.5700,
885,45387,1400756;1400762;1400768;1400774;1400780;1400786;1400792;1400798;1400804;1400810;1401367;1401368;1401379;1401384;2818396;2829519;2829520;6274456;6274457;6274505;25703671;25703672;60622413;60622414,ac,80,223.2800,2
886,45388,1362281;1362285;1362294;1362295;1376022;1376023,kpe,110,46.6300,
887,45393,1359804;1394960;60357165,kpe,315,213.3200,1
888,45394,6284831;6284832,ac,200,3.7900,
889,45395,1374950;2812809;2812810,ov,125,62.9200,1
890,45396,2823989;2823990,ac,200,11.4500,
891,45397,1354249;1363782;1363783,kpe,110,16.4300,
892,45398,2823643;2823644,kpe,160,13.1600,
893,45399,2823650;2823651,a,200,2.7000,
894,45400,786270,kpe,315,87.3900,
895,45401,786268,kpe,160,4.0100,
896,45403,1357960;1357961,kpe,160,23.0300,
897,45404,1357599;1357604;1357614;1357625;1357626;1357631;1357632;1357638;1357648;1357649;1357654;1357655;1357975;1372081;1372082;2806653;2806654,kpe,160,166.3800,3
898,45405,1357669;1357670;1357675;1357680;1357685;1357690;1357695;1389562;1395139;1395144;1395155;1395156;1397969;1397970;1404352;1404363;1404364;1404369;1404370;2847039;2847040,kpe,160,191.0500,1
899,45407,786260,ac,125,14.8000,
900,45409,2840905;2840906,pvc,110,24.1100,2
901,45410,2840837;2840934;2840935,pvc,110,20.4400,1
902,45412,1401239;1401240;2818401;2818402,ac,125,71.6000,
903,45413,2841079;2841080,ac,125,2.6800,
904,46496,1396292;1396302;1396307;1396308;2830101;2830102,kpe,200,63.5400,2
905,46498,1396240;1396249;1396261;1396262;1396267;1396273;1408450;1408451;2807377;2807378;6273414;6273415,kpe,110,88.4500,
906,46504,1405380;1405384;1405385,ac,250,226.1600,
907,46505,1405604;2824078;2824079,ac,300,79.9200,
908,46506,1405207;1405227;1405228;1405239;1405254;1405607;1405608;1411249;1411250;6273739;6273842;6273848;6273849,kpe,90,79.5600,
909,46507,1373169;1373208;1376230;1376231;1390108;1390109;1394436;2845729;2845730,kpe,90,149.1100,
910,46509,1366712;1366713,kpe,110,12.0300,
911,46510,1366739;1366750;1366756;1366761;1366762;1366767;1372777;1372778;1376126;1376127;1405420;1405427;84363085;84363092;84363124;84363125;84363305;84363329;84363330,kpe,110,287.0500,
912,46511,1366773;1366781;36939947;36939948;51698155;51698156,kpe,160,161.1700,
913,46512,785730,kpe,110,1.7500,
914,46515,1380183;1387648;1387649;2811527;2811528,kpe,110,71.6900,1
915,46517,1380046;1380051;1380222;1380223;2846008;2846009,ac,100,104.1900,
916,44472,1356648;1356934;1360043;1373876;1373877;1375563;1375564;1410207;1410208;2827796;2827797,kpe,110,298.4800,
917,44473,2827783;2827784,kpe,110,1.0000,
918,44476,1409265;2825947;21760500;21760501,kpe,160,90.4200,
919,44479,1375096;1378699;1378700;1409822;1409823,kpe,110,101.1200,1
920,44480,1355539;2825926;2825927,ac,150,47.7400,
921,44481,1374181;1374182;2824156;2824157,ac,100,68.6700,
922,44489,2845988;2845989,ac,300,15.7900,
923,44491,2824110;2824111,ac,400,1.8200,
924,44493,1374883;1374884,kpe,160,3.0800,
925,44499,1352272;1352277;1352287;1352292;1352297;1352302;1352307;1352312;1352317;1352322;1352327;1352332;1352341;1352342;1352348;1352358;1352363;1352364;1352370;1352375;1352380;1356195;1356200;1356206;1356211;1356212;1372742;1372743;1377667;1377677;2844108;2844109,kpe,110,226.0900,2
926,44506,1352190;1352195;1355763;1365801;1365806;1365812;1365813;1391989;1391990;1409188;1409189;2836615;53801177;53801178,kpe,110,183.1700,1
927,44509,793947,kpe,110,0.2800,
928,44511,1352811;1352816;2831498;2831499;2838837;2838838,ac,125,48.7000,
929,44529,795098,kpe,160,14.6500,
930,44531,1374661;1375815;1376068;1376069;6273720;6273721,kpe,110,122.1500,
931,44534,1349417;1349424;1349443;1360322;1360400;1373134;1374412;1374413;1375308;1375340;1375439;1375450;1375451;1375480;1376295;1376296;2831676;2831677;2833290;2833291;54870372;54870373,kpe,90,359.8900,
932,70698,2812869;2812870,kpe,160,3.0800,
933,70704,1401272;2821048;2821049,gov,80,3.3500,
934,46564,2841983;2841984,kpe,110,113.3900,
935,46566,1367796;1373722;1411415;2841976;2841977;6273566;6273567;7846626;77901924;77901925,gov,200,188.3600,
936,46567,1373702;1394542;2833143;2841990;2841991;6273830;6273831;9355964;9355965,gov,200,238.4300,
937,47698,1357268;1357272;1357277;1357282;1357292;1357297;1357312;1357317;1357322;1357332;1357337;1357342;1357347;1357357;1357362;1357367;1357372;1357383;1357388;1357393;1357747;1357748;1357758;1357759;1357765;1357770;1357785;1357790;1357795;1357800;1357805;1357814;1357825;1357826;1357836;1374255;1374256;1389979;1389980;1392802;1392803;1405993;1405994;2847122;2847123;6274386;6274387;6274392;6274393;6274481;6274482;33188832;33188833;44117211;44117212;47143558;47143559,kpe,110,475.6600,
938,47701,778056,ac,200,0.4000,
939,47464,1369680;1369699;1369711;1369723;1369724;1369729;1369730;1369735;1369740;1369741;1370497;1370498,kpe,110,116.7700,
940,47467,1370269;1370273;1370278;1370284;1370285,kpe,110,86.4500,
941,48693,783518,kpe,110,1.5000,
942,48709,782871,a,150,3.4200,
943,47738,2815233;2815234,ac,100,23.4400,1
944,47739,1385959;2815162;2815163,kpe,110,2.4400,
945,47744,1389382;2814938;2814939,kpe,110,49.9100,
946,47749,1388396;1388397,kpe,110,17.2000,
947,47754,1404012;1404013;2847075;2847076,gov,150,63.2200,
948,47756,2847059;2847060,gov,150,35.7800,
949,47758,785933,kpe,160,1.6000,
950,44261,1353475;1353476;1353486;1353487;1353493;1353504;1353505;1353512;1353518;1353523;1353528;1353537;1353538;1353549;1353554;1353559;2820682;2820683;2837872;2837873;6273345;6273346,ov,80,238.9400,5
951,70439,2808631;2808632,kpe,200,62.0600,
952,70451,1403075;1403076,ov,100,74.1200,
953,70457,790375,ov,50,7.9700,
954,70465,2810714;2810715,a,150,1.4600,
955,48722,783906,ac,50,2.2400,
956,48724,70447905;70447906,kpe,160,530.9500,1
957,48725,2824090;2824091,ac,300,28.6300,
958,48726,2812921;2812922,kpe,110,1.0500,
959,48729,783780,kpe,110,3.1500,
960,45125,783022,kpe,110,40.3800,
961,45132,1372397;1372398;1393835;1393836,kpe,110,9.7200,
962,45135,1353956;1371431;1372423;1372424;1385817;1385818,kpe,110,81.5900,
963,45136,2831842;2831843,kpe,110,3.4100,
964,44284,1398783;1399251;1399252;1399257;1399258;1399263;1399264;1399276;1399281;2818678;2818679;2820254;2820255;6273878;6273879;6273884;6273885;6273890;40785630;40785631,kpe,160,166.8100,3
965,44320,2820216;2820217,kpe,160,39.1600,
966,44326,2807812;2816748;2816749,kpe,160,15.7800,
967,44327,1365592;1365597;1366986;1366995;1366996;2820210;2820211,kpe,160,93.1100,2
968,44328,1357550;1357551;1366106;1366116;1366121;6273205;6273211;6273212;12544892,ac,125,100.4300,2
969,45415,1401186;1401209;1401214;1401219;1401224;1401228;1401233;1401234;2846250;2846251,ac,150,102.9000,2
970,45418,1378309;2812888;2812889,ac,125,100.9200,
971,45419,1378221;1378222;1378369;1378375;1378381;1378387;1389884;1389885;1390155;1390156;1391667;1391668;14960274;14960275;39410695;39410696;68981823;68981824,ac,100,161.2200,1
972,70481,781915,ac,250,0.7300,
973,70482,781917,kpe,160,0.5800,
974,70483,2814391;2814392,kpe,160,6.8900,
975,70487,781922,ov,80,0.8000,
976,70488,781923,kpe,110,1.2700,
977,70489,781924,kpe,110,1.6000,
978,70490,781931,ac,80,1.9400,
979,70504,1405901;1405906;1405907;2810204;2810205,kpe,110,33.9600,
980,71572,2814399;2814400,ac,150,5.5700,
981,45192,1353772;1372853;1372854;1388886;1388893;2846446;6273966;6273967;28855589;28855590;81643779;81643787;81643882;81643883,kpe,110,502.8900,
982,46285,1354883;1354887;2807345;2807346,ov,125,54.3700,
983,46286,1363971;1363972;1363982;1363987;1363992;1364452;1364457;1364463;1364464;1364469;1364470;2846710;2846711;2847165;2847166;78337212;78337213,kpe,160,113.4700,2
984,46287,1410272;2812505;2812506,ac,300,100.7800,
985,46288,1351804;1351808;2841510;2841511,ac,125,45.4100,
986,46289,786101,ac,100,15.2900,
987,46291,2841409;2841410,ac,200,5.7400,
988,46292,786068,ov,50,95.2600,1
989,46294,1375501;1377298;1377303;1377308;1377313;1377322;1377323;1377329;1377333;1377334,ac,200,110.6100,4
990,46295,1379448;1379454;1391497;1391498;2811856;6273333;6273334,ov,80,58.0200,6
991,46296,2812446;2812447,ac,100,4.1300,
992,46297,2812440;2812441,ac,100,40.8700,
993,46300,1357731;1403249;1403250;1409200;1409201,ac,100,81.6800,
994,46302,2830735;2830736,kpe,110,6.3900,
995,46303,1375871;1375872,kpe,200,46.5600,
996,46304,1368740;1368746;1368752;1368832;1368838;1368844;1411226;1411227;2815829;2815830;2847096;2847097,ac,125,170.2500,3
997,46305,1372339;1397044;1397049;2821663;2821664,ac,125,89.1800,
998,46307,2819645;2819646,kpe,160,15.5000,
999,46309,2846641;2846642,kpe,160,12.8600,
1000,46310,1396988;1396992;1396993,ac,150,23.2100,2
1001,46312,1364747;1364752;1364757;1364762;1364767;1364772;1364781;1364782;1364788;1364793;1396917;1396922;1396927;1396932;1396933;2837659;2837660,ac,200,165.9000,
1002,46313,1375961;1375962;1376143;1376148;1376153;1376158;1376163;1376168;1376173;1376178;1376182;1376183;2832602;2832603,kpe,200,181.4800,
1003,46314,1407852;1407858;1407859;1407864;1407865;2837726;2837727;6273181;6273182,ov,125,71.7900,2
1004,46315,1353461;1375861;1375866;2831581;2831582,kpe,110,108.9900,
1005,45420,1359926;1373415;1373429;1390291;1390292,kpe,90,86.9500,
1006,45462,2843784;2843785,kpe,90,17.9500,1
1007,45463,1356684;1356693;1356698;1356703;1367780;1367781;6287265;6287266,gov,200,337.9200,
1008,45467,1368104;2806324;2806325,kpe,110,65.6200,
1009,45480,783282,gov,80,1.0800,
1010,45481,2841880;2841881,gov,200,6.7300,
1011,71583,1386858;1386859;2816562;2816563,kpe,160,46.0800,3
1012,71585,779620,ac,125,3.1500,
1013,46316,1353563;1353567;2846774;2846775,kpe,200,117.1700,1
1014,46317,1398881;1398887;1398892;1399386;1399387;1399393;1399394;1399399;1399400;2846484;2846485,kpe,200,137.1900,
1015,46318,785951,gov,250,257.9200,
1016,46319,1407775;2818626;2818627,ac,125,44.8200,
1017,46320,1365763;1365768;1365773;1393786;1393787;2818532;2818533;2818569;2818570,ac,125,83.8300,
1018,46324,1396194;1397858;1400536;1400542;1400548;1400554;1400560;1400581;1400586;1400587;2811180;2811181,ac,150,74.6900,
1019,46325,2844492;2844493,kpe,110,2.5000,
1020,46326,1352685;1392008;1392009;2824563;2824564,ac,100,138.7200,
1021,46329,1380084;1380089;1380094;1380099;1380104;1380114;1380119;1380124;1380129;1392248;1392249;1393739;1393740;2822256;2822257,kpe,160,128.0500,2
1022,47473,1370344;1370364;1370723;1370724;1370729;1370730;1370736;1370743;1370755;1370756;1405891;1405892;2811402;2811403;2811579;2811580,kpe,90,159.4900,
1023,47476,1371722;1371723;1391922;1391923,kpe,110,67.6300,
1024,47480,1371393;1371611;1371616;1371621;1371626;1371631;1371632,kpe,110,79.2400,
1025,47481,1370289;1370295;1370296;1370301;1370306;1370311;1370316;1370321;1370326;1370331;1370336;2811618;7846639;7846640;44116934;44116941;44116942,kpe,110,251.2200,
1026,47485,783226,kpe,110,3.1600,
1027,47487,1368887;1368892;1368902;1368908;1368913;1368918;1368923;1368928;1368933;1368938;1368947;1368948;1372428;1372429;1372434;1372451;1372456;1372457;1394142;1404633;42271102;42271103;75044325;75044326,kpe,110,303.8200,3
1028,47491,1370031;1393446;2829525;2829526,kpe,110,64.9000,
1029,47499,1359553;1368163;1397140;1397146;1397152;1402745;1402746;1405336;1405337;1410349;1410350;6289833;6289834;29762332;57272358;57272359;72495924;72495925,ac,150,181.6800,
1030,46568,1373712;1373716;1373717;1385926;1410849;2841963;2841964;17888857;17888858;25703481;25703482;25703524;25703525,kpe,110,274.8700,
1031,46573,2841898;2841899,gov,200,58.8900,
1032,46578,2831527;2831528,kpe,110,91.4900,
1033,46581,1374162;1375849;1375850;2841823;2841824,kpe,110,367.5200,
1034,46596,2838131;2838132,kpe,90,38.9500,
1035,46610,1356829;1356830,ac,80,47.2000,3
1036,46618,1363646;1363650;1363651;2811540;2811541,ac,200,29.8400,1
1037,46624,1395533;1395534;1397519;1397525;1397538;1397539;1397544;1397550;1397556;1397562;1397568;1397569;2816003;2816004,kpe,160,164.1200,4
1038,46629,1399929;1399935;1399941;1399942;1399947;1400328;1400335;1400340;1400341;2840117;2840118;2844805;2844806,kpe,160,244.0600,1
1039,46631,1388045;1388048;1396752;1396753;1396759;1396760;1396771;1396777;1396778;1396783;1396784;1396790;1396791,ac,150,163.5500,1
1040,46635,1370391;1397128;1397129;1397134;1397135;6274450;6274451,ac,150,118.3600,1
1041,44954,779374,ac,125,1.1000,
1042,47518,2824048;2824049,kpe,160,359.2400,
1043,47520,1372985;1372986;1372990;1372996;1373014;1373015;1373020;1373025;1375695;1375696;1375722;1388108;1388109;2846955;2846956,kpe,110,122.7500,
1044,47528,1375904;1375905;2846685;2846686;59065903;59065904,kpe,63,53.8600,
1045,47536,1391470;1394548;1402201;1402202;1402208;2847362;2847363;43330658;43330659,ac,100,127.6300,
1046,48763,1409984;1410943;2814043;6270851;6270852;6272548;6272549;6272561;6272566;6272771;6272772;6272869;6272870;6272875;6272876,kpe,90,323.7100,
1047,46636,1379756;1379760;1379765;1391011;1394277;1394278;6274426;6274427,ov,50,114.3900,
1048,46640,1403642;1403651;1403656;1403661;1403665;1403666,ac,80,78.5700,4
1049,70506,781449,a,150,1.6200,
1050,70511,781925,kpe,110,1.0700,
1051,70514,781928,ov,80,1.1900,
1052,70515,781929,ov,80,2.3200,
1053,70516,781930,ov,80,0.6900,
1054,70518,781934,ko,400,0.4000,
1055,70519,1359783;1359931;2807907,kpe,110,53.0100,
1056,70520,1394751;2811889;2811890,kpe,110,65.9800,2
1057,46107,1380552;1398927;1398928,kpe,110,67.1900,
1058,46108,1367011;1367016;1367021;1367026;1367031;1367036;1398918;1398922;1398923;2824317;2824318,kpe,90,136.0100,
1059,46109,1375538;1398582;1398583,ac,150,32.0800,
1060,46110,45445104,kpe,160,19.4500,
1061,46114,2839275;2839276,kpe,110,12.0200,
1062,45195,785763,kpe,110,30.4000,
1063,45199,1348648;1349273;1349617;1349618;1349635;1349642;1349648;1349654;1349660;1349666;1349672;1349678;1349684;1349690;1349702;1349713;1349714;1349720;1349726;1349732;1349738;1349744;1349750;1349756;1349762;1390025;1390026;1390032;1390033;1390039;1390298;1390299;1390305;1390306;1390312;1390313;1390318;1405449;1405450;1406031;6273401;38997350;38997351;47144117;47144118;67893243;67893257,kpe,110,781.6900,
1064,45200,1351008;2815119;2815120,kpe,110,21.9500,
1065,45201,1374147;1374148;2846052;2846053,kpe,110,50.7300,
1066,45202,1359513;6284607;6284608,kpe,160,33.4300,
1067,45203,1350959;1375037;1375924;1397719;1397720;2807058;2807059,ac,200,189.8800,2
1068,45204,1385803;1387544;1387550;1387809;1387822;1387840;1387852;1387859;1405312;1405313;2816178;2816179;7686811;7686812;13412454;13412455;62675348;62675349;62675425;62675426;62675503;62675504,kpe,90,399.7300,
1069,45207,2826699;6273997;6284800;6284801;23958190;23958191,ac,300,190.2100,
1070,45208,1380438;1380443;1380614;1390971;1390972;1393864;2824221;2824222;6273786;6273787,kpe,200,188.4100,1
1071,45209,1387080;1387084;2818486;2818487,kpe,160,28.2300,
1072,45210,1380836;1380845;1380855;1380860;1380865;1380870;1380880;1380881;1387073;1389858;1389859;1397400;1397401;81173446;81173447,kpe,110,146.7600,
