,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
1775,59867,1353209;1353577;1353578;1353588;1353589;1353594;1353595,ov,80,84.2600,
1776,59868,1402883;1402888;1402895;2817787;2817788;69907197;69907198,ov,80,74.0700,1
1777,59872,1351520;1351524;1370819;1370825;1370826;1370831;1370832;1370837;1370838,kpe,110,102.2000,
1778,59873,1353878;1353883;1353888;1353893;1353902;1375000;1375001;1393106;1393107;1393112;1393118;1393124;1393125,ac,80,147.6800,
1779,59874,2832901;2832902,kpe,315,628.6600,
1780,59875,1388876;2844912;2844913;6273978;6273979,ac,80,39.5900,
1781,59876,1350002;2847543;2847544,kpe,110,12.1300,
1782,76201,1362960;1362964;1362969;1362974;2806110;2806111,ac,100,64.3000,1
1783,76202,777919,ac,100,119.8500,
1784,76203,2809505;2809506,kpe,200,0.7600,
1785,50385,784750,kpe,160,3.3600,
1786,48948,1408648;1409433;1411421;2813932;2813933;6272002;6272152;6272153;6272905;6272906;6272911;6272912,kpe,110,135.5800,
1787,48956,1409443;1409444;6270857;6271996;6272013;6272014,kpe,90,95.5500,
1788,48965,1402106;1402116;1402117;1402122;1402128;1402133;1402138;1402149;1402154;1402159;1402164;1402422;1402423;1402428;1402429;2807115;2807116;2837406;2837407,kpe,160,209.6300,1
1789,48969,780320,kpe,160,505.7200,1
1790,48973,1410753;2808101;2808102;2808192;2808193,gov,100,93.1700,
1791,48975,1407750;1409844;1409848;1409849;2808089;2808090,gov,150,100.3100,
1792,50166,2813813;2813814,kpe,160,668.5600,
1793,50169,2809180;2809185;2809186,ko,150,32.3100,
1794,50170,784472,kpe,140,9.4900,
1795,50173,1406149;1406150;2814634;2814635,kpe,90,108.5100,
1796,50174,1350674;1350679;1350683;1386038;1392982;1405068;2813253;2813254;2814692;2814693,kpe,90,148.9600,
1797,50175,2814704;2814705,kpe,90,11.2100,
1798,50176,1405057;1405061;2814698;2814699,kpe,90,24.6600,
1799,50177,1350775;1350787;1350788;1350793;2814628;2814629;2814720;2814721;6274518;6274519,kpe,90,116.6700,
1800,50180,1405200;1405201;2813113;6274051;6274052;6274561;6274562;13413081;13413082,kpe,110,146.9400,
1801,50184,1387004;1387014;2814712;2814713;83902260;83902261,kpe,90,109.2100,
1802,50191,1350665;2814477;33040586;33040587,kpe,160,1186.3500,
1803,50192,2813517;2813518,kpe,110,341.1600,
1804,49278,26931718;26931719,kpe,110,42.5100,
1805,49279,1409458;2813724;2813725,kpe,110,97.4700,
1806,49283,1408610;6271072;6271073;6272984;6272985;13412329;26931691;26931692,kpe,110,100.8700,
1807,49284,1406991;1409943;1409944;1410312;6272109;6272110;6272752;6272753,kpe,63,90.3500,
1808,49286,1389801;2813701;6272060;6272061;13412482;13412483,kpe,63,129.0900,
1809,49287,2813688;2813689,kpe,110,7.8100,
1810,49288,1389806;1389807,kpe,110,41.7400,
1811,49292,1389781;1389782;1404739;2813694;2813695,kpe,110,57.4400,
1812,49293,1406421;1406425;1406430;1406435;1406440;1406445;1406449;1406450,ac,100,77.9700,
1813,49297,1350722;1391454;1391455;2809746;6265497;6265498;78056125;78056126;79840875;79840876,ac,150,409.4300,2
1814,49298,1408728;1408729;1408734;1408735;1408740;1408741;1409370;1409371;2809609;2809610,ac,80,84.3000,
1815,49299,780600,kpe,110,85.7900,
1816,49300,1410419;1410420,kpe,160,108.7200,
1817,49302,780595,ac,150,98.7200,1
1818,49308,780585,ac,80,7.5100,
1819,50429,1380514;1380520;1380525;1380531;1380536;1380709;1380714;1380715;2811997;2811998,ac,50,90.1000,6
1820,50430,1360700;1360704;1360705;2847646;2847647,ac,50,38.6700,2
1821,49064,1367349;1369134;1369144;1369253;1369264;1369265;1369270;1369276;1369283;1369284;1369289;1369295;1369296;1369301;1369302;1369312;1369319;1369320;1369326;1369327;1371539;1371545;1371546;1372062;1372063;1372068;1372069;1372075;1393402;1393403;1393408;1393409;1405523;1408292;1408293;2812170;2812171;2812177;2812178;13412468;13412469;53222976;53222977;81519957;81519981;81519982,kpe,110,691.2000,
1822,49074,782991,ac,125,439.1700,
1823,49075,1408373;2811824;2811825,ac,125,450.7900,
1824,49076,1370938;1370939;1370945;1370950;1385968;1386079;1386080;1390926;1390927;1391347;1391348;1392043;1392044;2812858;2812859,ac,125,199.8200,2
1825,49077,1370437;2806254;2806255,ac,125,586.2700,
1826,49079,1368497;2811119;2811120,ac,125,41.2400,
1827,49080,1368387;1368391;1368392;1368398;1368404;1368405;1368411;1368412;1368418;1368419;1368424;1368461;1368462;1368468;1368474;1368480;1368481;1371083;1371084;1405660;1405661;1405666;1405667;2811126;2811127,ac,125,238.9800,
1828,49082,1386600;1386605;1386610;1386620;1386621;1392762;1392763;1405672;1405673;1407422;1407423;2814590;2814591,ac,100,147.7700,
1829,49086,1385481;1385493;1385505;1385550;1387928;1387939;1388625;1388631;1388632;1388645;1388651;1388657;1388662;1388663;1388668;1388669;1388675;1388676;1389200;1389205;1389217;1389218;1389224;1389229;1389230;1389235;1389236;1389241;1389247;1389253;1389254;1389259;1389265;1389266;1389277;1389487;1389493;1389499;1389500;1389506;1389512;1390088;1390089;1390114;1390115;1390441;1390442;1390449;1390455;1390456;1390463;1390469;1390735;1390736;1392938;1392939;1394639;1394640;1394646;1394647;1394836;1405647;1405648;1405653;1405654;1406709;1406710;2811147;2811148;6270673;6270674;6270686;6270687;6270692;6270693;6270717;6270718;6270729;6270730;10859036;10859037;63154932;63155122;63155123,ac,100,625.4400,3
1830,49692,1408781;1408786;1409313;1409314;2808232;2808233,kpe,110,177.2100,1
1831,49697,779911,kpe,110,1.6800,
1832,49717,1369950;1371645;1371646,kpe,110,15.2400,
1833,49718,780300,kpe,110,37.8700,
1834,49719,1371637;1371640;1371641,kpe,110,45.3900,
1835,49720,2808493;2808494,kpe,110,2.3800,
1836,48808,779860,kpe,110,14.6700,
1837,48810,1404569;1404583;1404584;1407317;1407318;1410793;1410805;1410810;1410811;1411381;1411382;1411388;1411394;1411399;1411400;1411405;1411406;1411425;1411426;1411432;1411438;1411443;1411444;1411449;1411450;2824466;2824467,kpe,110,181.0800,6
1838,48811,2807973;2807974;67491701;67491702,kpe,160,4.0300,
1839,48816,779619,a,125,0.9200,
1840,48817,1391334;1391335,kpe,110,31.4600,
1841,48819,1391330;2812571;2812572,kpe,160,23.2400,
1842,48820,2826334;2826335,kpe,160,35.8000,
1843,48822,1350602;1359433;1359443;1373372;1373373;1379875;1390893;1391202;1391203;1409252;1409253;2807556;2807557,ac,125,346.6500,4
1844,48827,1370784;1370793;1370794;1370799;1370804;1403965;1403970;1403971;2819488;2819489,ac,100,119.0200,2
1845,48872,2817681;2817682,ac,300,13.9500,
1846,48873,1348988;1353396;1353401;1353406;1353407;1353599;1353605;1353611;1353612,ac,100,116.7500,
1847,48874,2838750;2838751,ac,150,0.6000,
1848,48875,783435,a,200,2.8500,
1849,4576591,4576607;4576617;4576639;4576640,kpe,110,98.3600,
1850,49102,1394513;1394518;1394524;2810452;6272232;6272233;56061974;56061975,kpe,75,172.2500,2
1851,49103,1406335;1406339;1406344;1406349;1406354;1406358;1406359,ac,100,75.2400,
1852,49105,2806679;2806680,ac,80,14.0500,
1853,49106,2813352;2813353,ac,80,1.0500,
1854,49108,1394476;1407683;1407696;1408430;1408893;1408894;2810342;2810343;2813857;2813858;6270864;6272067;6272068;6272445;6272446;6272451;6272452;6272488;6272603;6272608;6272609;6272632;6272639;6272644;6272651;6272656;6272662;6272663;6272686;6272687;6272802;6272803;6272814;6272815;6272820;6272826;6272827;6272832;6272833,ac,80,272.7100,4
1855,49110,1408442;2813798;2813799,kpe,110,17.6500,
1856,49117,1391213;1391214,kpe,110,92.9400,
1857,49123,1406455;2807523;6272171;6272177;6272188;6272189;6272990;6272991,ac,80,76.2200,1
1858,49129,1409462;1409463;1409468;1409469;2813747;2813748,kpe,110,99.9600,
1859,49155,1391630;1391639;1391640;2807954;2807955;84835855;84835856,kpe,160,298.6600,
1860,49156,2807926;2807927,kpe,160,0.5700,
1861,49160,2833103;2833104,kpe,160,29.2100,
1862,49161,1373349;1395970;1410728;2807708;2807709,kpe,110,59.4300,
1863,49162,2807535;2807536,kpe,110,0.5200,
1864,50291,1396458;1396462;1396467;1396471;1396472,kpe,110,85.1100,
1865,50292,1351190;1351191;1351208;2831446;2831447;59199898;59199899,kpe,110,480.1000,
1866,48883,1394978;1394979;1394983;1394984,kpe,110,33.6300,
1867,48885,783089,kpe,110,20.9900,
1868,48887,1386086;2811133;2811134,ac,80,282.8700,
1869,50341,2813484;81891087;81891088,kpe,110,444.3200,1
1870,50345,1389901;2813575;2813576;6274761;6274767;6274784;6274785;6274796;6274797;6274826;6274827,kpe,110,168.6200,
1871,50347,1389534;1389535;1389727;1389733;1389739;1389751;1389757;1394152;1394159;1394166;1394173;1394180;1394181;2813582;2813583;2814741;2814742;6274742;6274743,kpe,110,381.6700,
1872,50350,2813838;2813839,kpe,110,0.5100,
1873,50351,2813832;2813833,kpe,110,1.4700,
1874,50354,1387274;1394848;1394861;2814238;2814239;2814576;6274628;6274629;6274634;6274640;6274641;7846665;7846666;84186515;84186516,kpe,110,227.5300,1
1875,50357,2814456;13412504;13412505,kpe,110,219.9900,
1876,62182,1380378;1380379;1380386;1380391;1380396;1380401;1380406;1380411;2811785;2811786;2844206;2844207,kpe,110,134.0400,
1877,48889,1386626;1387025;1387030;1387035;1387040;2814596;2814597,ac,125,94.1400,1
1878,48895,1386494;1386500;1386506;1386511;1386512;1386517;1386518;1386525;1386532;1386648;1386654;1387189;1387190;1387195;1387196;1387201;1387202;1387207;1387208;1387215;1387229;1387968;1387973;1387992;1387999;1388699;1388700;1388707;1388712;1388713;1388898;1388899;1388905;1388906;1390096;1393962;1393963;1405369;1405370;2814614;2814615;70323821;70323837;70323838,ac,100,370.0300,9
1879,48901,1393756;1393760;75074495;75074496,kpe,90,133.7100,
1880,48903,1370434;1388210;1388591;1388602;1388603;1388607;1388608;1388613;1388620;1388935;1388941;1388942;1388947;1388948;1388959;1388960;6270698;6270699;6270704;6270705;6270723;6270724,ac,80,166.1700,2
1881,48904,1368281;2814608;2814609,ac,100,17.4100,
1882,48905,1368374;1368380;1368544;1368549;1368554;1368559;1368564;1368574;1368575;1369871;1369872;1369876;1369877,ac,100,315.1000,
1883,48924,1408757;1408795;1409951;2813992;2814063;6270916;6270917;6270953;6272493;6272494;6272500;6272505;6272506;6272511;6272524;6272525;6272573;6272578;6272844;6272845;6272881;6272882;6272887;6272888;7846652;7846653;15259102;15259103;53800291;53800292;63556186;63556187;66854296;66854297;80480547;80480564;80480590;80480591,kpe,90,455.6500,
1884,48925,2814005;6273082;6273083,kpe,110,108.2000,
1885,48934,1404971;1406736;1406934;1407490;1408344;1409404;1409416;1409421;2813969;2813970;2814050;2814051;4480975;4480976;6270827;6270922;6270928;6270934;6270935;6270940;6270941;6270947;6272530;6272536;6272537;6272542;6272543;6272746;6272747;6272789;6272790;6272838;6272839;6272851;6272852;6272857;6272858;6272864;6273076;6273077;11002531;11002532;25674616;26961100;26961101;33041255;33041256,kpe,90,459.1900,
1886,48942,1350911;1391209;1408883;1409438;6270833;6270834;6272397;6272398;6272893;6272894,kpe,90,137.0500,
1887,50073,2808568;2808569,ko,400,34.3600,
1888,50075,2812511;2812512,kpe,110,3.2000,
1889,50076,2846065;2846066,a,150,5.4300,
1890,50080,2822319;2822320,kpe,110,8.0500,
1891,50081,2818473;2818474,kpe,110,14.0700,
1892,49173,1407705;1407709;1407710,ac,50,24.4800,
1893,49174,1408808;2808624;2808625,ac,80,22.7300,
1894,71124,1350095;1386578;1386579;1388558;1388559;1392148;1392149;2813199;2813200;28858087;28858088;29051640;29051641;32144903;44982974;44982975;59072210;59072211,kpe,110,210.3400,2
1895,50361,6274542;6274736;6274737;26931773;26931774,kpe,160,257.5300,
1896,50362,1368505;1388925;1389325;1393359;1393372;1393921;1393928;1393935;1404977;1404978;1406194;1406195;1408378;1408379;2806646;2806647;6274573;6274688;6274724;6274725;6274730;6274731;28858156;28858157;49364208;49364209,kpe,110,420.7400,
1897,50370,1392160;1392161;2813138;2813139;2814531;2814532,kpe,110,114.9300,
1898,50375,1393068;1393069;1393074;1393075;2814734;2814735;6274712;6274713,kpe,110,287.0400,
1899,50376,1386059;1387566;1388570;1389427;1389540;1389541;1389556;1393081;1393082;1393969;1393970;1393976;1393977;1406188;1406189;6274808;6274809;6274820;6274821,kpe,110,568.8700,
1900,50379,784353,kpe,160,28.8100,
1901,46486,1400468;1400473;1400515;1400529;1400530;1401030;1401036;1401041;1401042;1401048;1401054;1401059;1401060;1401066;2823935;2823936;40785568;40785569,ac,150,111.7500,2
1902,65454,1355403;1355413;1355418;1355425;1355431;1355436;1355437;1355442;1355447;1355452;2846409;2846410,kpe,110,87.6300,3
1903,60103,2822270;2822271,kpe,160,22.0000,
1904,45379,1369178;1386199;2825329;2825330,kpe,110,84.7500,
1905,66249,2806605;2806606,kpe,63,5.4100,
1906,42162,2806041;2806042,kpe,160,0.3500,
1907,75154,1350005;1374243;1374329;1374330;1391353;1391354;44117176;44117177,kpe,90,82.6500,
1908,49511,780468,gov,300,50.0600,
1909,75157,1401072;1401085;1401086;2846264;36618627;36618628,gov,150,50.2500,
1910,75165,2811508;2811509,pvc,160,15.9400,
1911,75174,1392279;2842142;2842143,kpe,110,36.4800,
1912,72480,1351153;1404744;6270958;6270977;6270983;6272795;6272796;6273088;6273089,kpe,90,98.9100,
1913,72493,783528,kpe,160,0.4000,
1914,72494,786312,kpe,315,848.2100,9
1915,72496,1402723;1402724;2842170;2842171;2846755;2846756,ac,200,232.7300,
1916,72498,1398053;1398058;1398064;1398070;1398096;1398097;2823727;2823728;17814259;17814260,kpe,160,79.9200,2
1917,72499,1357191;1375219;1375224;1378508;1378509;2823104;2823105,kpe,110,90.3400,
1918,72501,785692,kpe,110,3.2200,
1919,72502,1359562;1379184;1379189;1379194;1379195,ac,250,61.0300,
1920,72506,786178,ac,200,5.2000,
1921,72509,1388532;2847279;6273236;6273265;6273266;6273642;6273648;6273654;6273659;6273660,kpe,90,154.5900,
1922,72513,1370036;1370040;1370041;1370052;1374833;1390150;1400844;1400845;53222359;53222360;65395091;65395092,ac,80,168.7100,4
1923,72514,2838078;67493219,kpe,90,86.3500,
1924,72521,1374279;1374958;1374959,kpe,63,47.9700,
1925,49514,1404679;1404696;1406625;1406641;1406646;1406647;1406653;1406654;1406660;1406661;1406667;1406668;1406673;1406679;1406680;1406686;1406687;1406692;1406698;1406699;1407036;1407037;1407042;1407043;1408801;1408802;2807900;2807901;2808500;2808501,kpe,110,221.7600,
1926,74893,1361941;1361945;6284838;6284839,kpe,315,273.4500,
1927,74894,2817306;2817307,ac,100,9.8100,
1928,74906,1356982;1356987;1356988;1356994;1357000;1357006;1357012;1357017;1357022;1357027;1357032;1369070;1369071;1370451;1393153;1393154;2811985;2811986;2842766;2842767,ac,50,131.9600,7
1929,74911,6284655;6284656,ac,100,61.9100,
1930,73259,781619,kpe,315,2.0200,
1931,73262,2809464;2809465,gov,300,0.8500,
1932,73263,2809459;2809460,kpe,110,2.1800,
1933,50711,1389301;1389302,kpe,110,20.6800,
1934,50714,2814230;2814231,kpe,140,0.5000,
1935,50722,1406833;1406859;1407256;1407637;1407638;1407650;1407651;1407657;1407658;1407664;1407665;1407670;1407671;1407677;1408190;1408195;1408196;1408202;1408701;1411173;1411178;1411185;1411191;2813621;2813622;6265515;6265516,kpe,110,401.8800,1
1936,50725,1407368;1407369,ac,150,63.1300,
1937,50727,1409516;1411128;1411129;1411135;1411141;1411148;1411149;1411155;1411156;1411161;1411162;1411167;2810811;2810812;2813607;2813608;6270768;6270769,ac,80,175.0600,
1938,50728,2806492;2806506;2806507,a,400,23.8700,
1939,74916,2836298;2836299,kpe,90,14.8900,
1940,74917,1408303;1408304;2842018;2842019,kpe,110,198.9800,
1941,74922,1398638;1398641;1398642,kpe,110,54.0300,1
1942,74935,1392059;1392064;1392069;1392074;1392075;2824148;2824149,kpe,110,62.1300,
1943,73276,781818,ov,200,17.5500,
1944,73277,781819,gov,200,9.4000,
1945,73278,2809452;2809453,a,200,1.3800,
1946,74551,790858,ac,80,24.1100,
1947,74553,1351918;1351922;1351927;1351932;1351937;1352039;1352040;1353328;1353333;1353338;1353348;1353353;1353358;1353363;1353368;1390993;1390994;1394046;2826922;2826923,ov,80,147.1800,2
1948,74556,2821443;6289923;6289924,kpe,90,15.6700,
1949,74564,790796,ac,200,149.5200,
1950,74571,1355943;1386379;2835731;2835732,ac,80,53.8100,
1951,74576,1401122;1401125;1401126,ac,80,25.8400,1
1952,72540,781669,gov,200,76.2000,
1953,72541,1411282;4576594;4576595,gov,200,144.8900,
1954,49542,1391465;1391567;1391572;1391577;1391587;1391592;1391597;1391602;1391607;1391612;1391617;1391644;1391645;1395191;1406065;2807164;2807165;6283356;6283357,kpe,110,312.8900,
1955,49546,1352742;2808718;2808719,pvc,110,5.0300,
1956,49547,2840849;2840850,pvc,110,7.5900,
1957,72561,2810134;67493271;67493272,kpe,315,35.3100,
1958,50729,1411278;2806499;2806500,ac,400,40.6900,
1959,50730,784602,ac,150,53.3200,
1960,74954,2806054;2806055,kpe,63,0.4500,
1961,74956,1392884;1392889;1392895;1392901;1392907;1392913;1392919;1392920;2806047;2806048,kpe,90,128.1300,
1962,74959,2806104;2814602;2814603,ac,125,38.2300,1
1963,74961,2806128;2806129,a,150,42.9500,
1964,72321,1374761;2806666;2806667,ac,80,97.6900,1
1965,50749,1350571;2809326;2809327,ac,150,35.1300,
1966,50758,779563,a,80,0.4200,
1967,50769,1391888;1391893;1391898;1391899;2830087;2830088,kpe,63,59.0600,
1968,50776,6273383;6273897;6273898,kpe,110,51.3700,
1969,50778,1408404;1408408;1408409;1408413;1408414,kpe,90,91.6600,
1970,50793,2808546;2808547,a,300,1.2600,
1971,50794,1404603;1404613;1404618;1406221;1406226;1406231;1406241;1406246;1407324;1410816;1410817;1411363;1411364;1411369;1411370;1411375;1411376;2808030;2808031;2808408;2808409,kpe,110,158.0800,
1972,74994,777942,gov,300,2.1200,
1973,74995,777943,gov,300,3.8800,
1974,74997,777945,kpe,90,1.0000,
1975,75000,1366897;1367660;1367665;1367677;1367678;1367684;1367691;1367698;85543468;85543469,kpe,63,115.6900,1
1976,75002,2845654;2845655,kpe,110,6.9400,
1977,76024,2813471;6274592;6274718;6274719,kpe,110,127.7700,
1978,76028,2825789;2825790,kpe,110,28.2700,
1979,76049,1410277;1410281;1410290;1410291;1410297;1410302;1410630;1410631;1410715;1410734;1410735;1410740;1410741;2809360;2809361,kpe,110,157.3500,
1980,76050,781609,kpe,110,14.4100,
1981,49332,2807833;2807834,gov,125,1.8400,
1982,49353,1374362;1411325;2808379;2808380,gov,200,147.3100,
1983,49355,2808372;2808373,gov,200,1.2800,
1984,73067,2809471;2809478;2847809;2847924;2847925,kpe,110,6.7600,
1985,73073,2810367;2810368,kpe,110,2.7600,
1986,73079,6283374;6283375,kpe,160,0.8500,
1987,73081,1399036;1399037,kpe,160,9.6300,
1988,73085,1405485;1405486;2810227;2810228,kpe,110,18.6100,
1989,73086,2809660;45442057,gov,400,6.2800,1
1990,73089,782257,gov,400,137.1000,
1991,73090,2810240;2810382;2810383,gov,400,31.6200,
1992,73091,782259,gov,400,194.1800,
1993,73092,6283380;6283381,gov,400,12.0700,
1994,73094,2810374;2810375,kpe,110,7.7300,
1995,73097,2809935;2809936,gov,200,2.1900,
1996,73100,782032,kpe,90,45.2700,
1997,49357,1411316;1411320;1411321,kpe,110,12.9400,
1998,49366,2824575;2824576,ov,125,1.0000,
1999,49368,2847025;2847026,kpe,110,4.4200,
2000,50526,1410191;2813279;2813280;6274664;6274665;6274814;6274815,kpe,110,131.8600,
2001,50528,2813305;2813306,kpe,110,132.0100,
2002,50539,1368355;1387010;1392517;1392734;1392735;41366257;41366258,kpe,110,38.4600,
2003,50540,1389306;81891150;81891151;81891166;81891167,kpe,110,63.8500,
2004,50541,1388564;1392350;1392351;2813312;2813313,kpe,160,47.6900,
2005,50542,1389546;1390750;1390763;1390764;1410721;1410722;2814545;2814546,kpe,110,95.3900,
2006,50543,1392155;1407832;6274622;6274623,kpe,110,88.1800,
2007,73110,2824129,kpe,110,15.8700,
2008,75329,1395180;1395185;1395186;2810558;2810559;6274145;6274146,kpe,160,230.8300,
2009,50546,784461,kpe,63,55.7800,
2010,50548,784352,kpe,110,0.9100,
2011,75068,1355246;1355613;1355623;1355628;1355633;1355637;1355638;1355742;1357201;1385887;1387488;1387489;79456185;79456186,ac,50,118.4300,
2012,73379,1405836;1405840;1405845;1405846,kpe,110,72.6500,
2013,73380,2809987;2809988,kpe,110,0.7200,
2014,73381,2809908;2809909,kpe,90,0.4100,
2015,73382,1405788;2806092;2806093,kpe,110,193.1900,
2016,73383,2809894;2809895,kpe,90,1.3300,
2017,73384,2810005;2810006,kpe,110,5.7900,
2018,73385,2809998;2809999,kpe,90,0.5200,
2019,73392,2809980;2809981,kpe,110,13.5700,
2020,73393,2809992;2809993,gov,50,0.6000,
2021,73395,2809901;2809902,kpe,110,7.0800,
2022,73397,782112,kpe,110,2.0300,
2023,73399,2810421;2810422,gov,200,213.0400,
2024,73400,6283386;6283387,gov,200,31.3500,
2025,73401,1405985;2810296;2810297,gov,200,386.5900,
2026,75070,1395162;1395166;1395171;1395176;2807150;2807151,ac,80,89.8100,
